customerID,monthly_charges,total_charges,tenure,addon_count,churn_label
5387-ASZNZ,63.85,4174.35,66,4,No
5349-AZPEW,25.05,125.5,5,0,No
9481-IEBZY,112.9,8061.5,72,7,No
9818-XQCUV,20.35,45.3,2,0,No
3750-RNQKR,19.45,246.25,12,0,No
5442-UTCVD,91.85,257.05,3,3,Yes
3649-JPUGY,88.6,6201.95,72,6,No
2195-VVRJF,59.1,1011.05,18,2,No
1271-UODNO,53.85,2200.7,39,2,No
0118-JPNOY,85.8,2193.65,26,2,No
9499-XPZXM,64.75,4804.75,72,4,No
7343-EOBEU,23.6,89.05,3,1,No
3877-JRJIP,59.85,59.85,1,2,Yes
5498-TXHLF,87.45,2874.15,34,3,Yes
3969-GYXEL,76.4,838.7,11,1,No
5730-DBDSI,19.7,1253.8,66,0,No
2868-SNELZ,80.6,155.8,2,2,Yes
7797-EJMDP,66.05,574.5,8,3,No
4067-HLYQI,70.4,2406.1,33,0,No
4231-LZUYM,25.65,1887.0,72,1,No
3638-WEABW,59.9,3505.1,58,3,No
5060-TQUQN,83.55,2570.2,30,3,No
7802-EFKNY,24.95,100.4,5,0,Yes
7576-JMYWV,110.2,4972.1,46,6,No
3496-LFSZU,70.5,294.2,4,0,No
4795-WRNVT,65.1,2586.0,40,3,No
3938-YFPXD,84.3,5997.1,72,6,No
6651-AZVTJ,99.8,4872.45,49,4,Yes
3658-KIBGF,54.9,54.9,1,2,Yes
4143-HHPMK,85.35,4338.6,52,2,Yes
4821-WQOYN,20.1,1326.25,72,0,No
4291-HYEBC,39.1,1096.6,28,2,No
8849-AYPTR,91.25,2964.05,33,2,No
3898-BSJYF,73.55,693.3,10,5,No
7562-GSUHK,93.2,1573.7,16,3,Yes
3523-QRQLL,69.5,1498.2,22,3,Yes
9661-JALZV,24.7,1519.0,58,1,No
4670-TABXH,109.75,7758.9,72,6,No
7966-YOTQW,54.5,568.2,10,2,No
3694-GLTJM,19.65,92.05,5,0,No
8835-VSDSE,70.7,141.45,2,0,Yes
3721-CNEYS,70.95,137.95,2,0,Yes
9667-TKTVZ,54.35,117.05,2,2,No
2927-CVULT,104.05,5566.4,53,6,No
6595-YGXIT,88.95,2291.2,25,3,Yes
0864-FVJNJ,113.35,7222.75,64,7,No
4537-DKTAL,45.55,84.4,2,0,No
3466-WAESX,69.1,1083.7,16,4,No
2483-XSSMZ,47.85,1886.4,39,1,No
4163-KIUHY,25.6,901.25,35,1,No
8486-AYEQH,76.05,2227.8,31,1,No
0516-WJVXC,54.2,308.25,5,2,Yes
5304-EFJLP,111.65,8022.85,72,6,No
4137-BTIKL,90.75,174.75,2,3,No
2863-IMQDR,89.65,5308.7,61,7,No
2930-UOTMB,65.25,1994.3,31,4,Yes
5673-TIYIB,40.4,77.15,2,3,Yes
3645-DEYGF,20.75,20.75,1,0,No
1099-GODLO,20.35,20.35,1,0,No
1955-IBMMB,20.2,1192.3,59,0,No
6857-VWJDT,95.65,95.65,1,3,Yes
6410-LEFEN,45.15,416.45,9,0,Yes
6692-UDPJC,91.65,1301.0,14,3,Yes
7858-GTZSP,86.55,1066.9,12,2,No
5232-NXPAY,74.45,3510.3,47,4,No
1355-KUSBG,48.8,349.8,7,1,No
1174-FGIFN,90.45,2509.25,28,3,No
8750-QWZAJ,19.8,1378.75,70,0,No
7850-THJMU,19.65,494.9,26,0,No
0310-MVLET,99.15,6010.05,61,4,Yes
2623-DRYAM,101.75,7069.3,70,4,No
1905-OEILC,19.5,19.5,1,0,No
6899-PPEEA,96.55,3580.3,37,3,Yes
3104-OWCGK,90.95,5453.4,60,3,Yes
5287-QWLKY,105.1,7548.1,71,5,Yes
2603-HVKCG,101.4,3143.65,31,4,No
9845-QOMAD,19.75,309.35,14,0,No
4816-OKWNX,103.4,5236.4,50,5,No
9103-CXVOK,19.75,19.75,1,0,No
2845-AFFTX,99.8,4259.3,41,4,Yes
7776-QWNFX,50.4,1527.5,30,1,Yes
1468-DEFNC,24.4,1548.65,64,1,No
7905-NJMXS,64.2,475.0,7,4,No
1866-OBPNR,74.6,74.6,1,1,No
3720-DBRWL,83.85,4307.1,51,6,No
5073-RZGBK,80.05,4042.2,50,6,No
0129-QMPDR,20.5,865.05,44,0,No
2560-PPCHE,105.05,6744.25,65,5,No
1496-GGSUK,25.7,25.7,1,0,Yes
4671-LXRDQ,45.0,96.45,2,0,Yes
9432-RUVSL,102.5,4904.25,48,5,No
3992-YWPKO,109.9,669.45,6,6,Yes
8980-WQFWL,62.1,2096.1,35,2,No
0212-ISBBF,50.35,1098.85,22,3,No
7722-VJRQD,60.95,4549.05,72,5,No
4135-FRWKJ,76.25,4154.55,55,5,No
5161-UBZXI,106.35,7261.75,69,5,No
5327-XOKKY,73.45,5329.0,72,4,No
3988-RQIXO,91.3,91.3,1,2,Yes
0479-HMSWA,105.45,2715.3,26,5,No
6923-AQONU,20.9,454.0,23,0,No
5562-YJQGT,20.35,35.1,2,0,No
7598-UAASY,76.4,151.8,2,1,Yes
7251-LJBQN,103.75,4188.4,40,5,No
4910-GMJOT,94.6,94.6,1,3,Yes
0257-ZESQC,75.2,1929.35,27,1,Yes
4765-OXPPD,65.0,663.05,9,4,Yes
6583-QGCSI,88.05,4367.35,50,3,Yes
9805-FILKB,20.2,845.6,46,0,No
2706-QZIHY,25.2,387.9,15,1,No
7673-LPRNY,78.55,1843.05,23,5,No
6778-YSNIH,59.0,114.15,2,2,No
9050-QLROH,90.7,1597.25,18,3,Yes
0707-HOVVN,75.5,5212.65,70,5,No
7102-JJVTX,48.6,422.3,9,1,No
1810-MVMAI,67.6,2000.2,30,5,No
7993-NQLJE,75.1,1151.55,15,1,No
9281-OFDMF,90.7,3413.25,39,3,No
6789-HJBWG,49.4,611.65,12,1,No
2139-FQHLM,89.95,1682.4,19,3,No
3723-BFBGR,54.8,1291.3,24,2,No
0639-TSIQW,102.95,6886.25,67,5,Yes
8626-PTQGE,60.05,4176.7,69,5,No
3541-ZNUHK,85.1,4600.95,55,3,No
4568-KNYWR,63.25,3342.45,52,3,No
9658-WYUFB,94.4,1617.5,17,4,Yes
0997-YTLNY,48.8,953.65,19,1,No
3208-YPIOE,75.25,3017.65,39,1,Yes
7707-PYBBH,61.9,2647.1,40,3,No
9313-QOLTZ,20.9,518.3,26,0,No
6654-QGBZZ,19.9,19.9,1,0,No
6877-LGWXO,78.55,1422.65,18,1,Yes
8020-BWHYL,75.3,1147.45,15,1,Yes
3594-IVHJZ,20.45,42.45,2,0,No
9507-EXLTT,79.35,79.35,1,1,Yes
9793-WECQC,95.3,2192.9,23,3,No
1266-NZYUI,66.85,4758.8,72,4,No
2342-CKIAO,20.3,41.2,2,0,No
6963-EZQEE,88.55,6306.5,70,7,No
2796-NNUFI,19.95,927.1,46,0,No
3486-NPGST,19.55,620.75,36,0,No
9070-BCKQP,110.15,7881.2,72,6,No
7742-MYPGI,48.8,297.35,6,1,No
9929-PLVPA,20.4,94.5,4,0,No
9124-LHCJQ,85.45,85.45,1,2,Yes
2792-LSHWX,83.4,83.4,1,3,No
9330-IJWIO,100.35,1358.85,13,4,Yes
0617-AQNWT,47.85,3147.5,64,4,Yes
0895-UADGO,44.55,343.45,8,3,No
7255-SSFBC,112.25,8041.65,72,6,No
5834-ASPWA,75.45,75.45,1,1,Yes
4132-KALRO,100.85,399.25,4,4,No
8064-RAVOH,49.85,49.85,1,1,No
8028-PNXHQ,24.25,1424.6,62,1,No
9508-ILZDG,96.35,3190.25,34,4,No
4361-JEIVL,44.4,44.4,1,0,Yes
2430-USGXP,101.05,2391.8,24,4,Yes
5965-GGPRW,105.25,7609.75,72,5,No
2542-HYGIQ,19.95,19.95,1,0,No
1035-IPQPU,103.5,6479.4,63,5,No
3617-XLSGQ,109.25,7082.5,66,6,No
9107-UKCKY,79.8,4914.8,61,5,No
5146-YYFRZ,19.95,1311.75,67,0,No
5649-VUKMC,95.5,1115.15,12,3,Yes
3472-OAOOR,34.95,610.2,19,2,No
0397-ZXWQF,20.5,1430.95,67,0,No
1346-UFHAX,80.0,1029.35,13,2,No
7252-NTGSS,45.15,45.15,1,0,No
3198-VELRD,84.75,264.85,3,2,Yes
3407-QGWLG,20.05,75.45,3,0,No
9874-QLCLH,104.2,1743.5,17,5,Yes
8668-KNZTI,53.75,2790.65,52,2,No
8249-THVEC,19.4,997.75,51,0,No
6060-DRTNL,84.85,415.55,5,2,Yes
6773-LQTVT,35.65,1025.15,29,2,No
7853-GVUDZ,20.15,20.15,1,0,Yes
4897-QSUYC,20.15,20.15,1,0,Yes
5197-PYEPU,94.45,3923.8,42,4,No
3785-NRHYR,19.65,19.65,1,0,No
6087-MVHJH,88.45,1422.1,16,3,Yes
1685-VAYJF,45.2,492.0,11,0,No
9912-GVSEQ,93.85,2381.55,26,4,Yes
4636-OLWOE,61.0,3283.05,54,3,No
9600-UDOPK,94.05,2866.45,30,3,Yes
8631-NBHFZ,79.4,5154.6,66,6,Yes
1053-MXTTK,108.65,7726.35,72,6,No
3549-ZTMNH,24.0,269.65,12,1,No
7825-ECJRF,106.6,1934.45,19,5,Yes
6439-LAJXL,68.95,593.85,9,4,No
4075-WKNIU,73.35,0.0,0,5,No
8042-RNLKO,25.45,1699.15,66,1,No
4881-JVQOD,34.55,362.6,10,1,No
9593-CVZKR,24.45,1385.85,56,1,No
9972-EWRJS,19.25,1372.9,67,0,No
9888-ZCUMM,60.05,3845.45,64,5,No
1265-ZFOSD,81.3,5129.3,64,6,No
6078-VESFR,70.45,849.1,13,0,No
0306-JAELE,96.1,453.4,5,3,Yes
7075-BNDVQ,35.0,135.75,4,2,No
2208-MPXIO,20.0,886.4,45,0,No
3096-GKWEB,94.75,1691.9,18,3,No
7404-JLKQG,57.55,161.45,3,2,No
5049-GLYVG,20.6,20.6,1,0,Yes
6704-UTUKK,45.9,1332.4,29,2,No
9397-TZSHA,24.6,1678.05,69,1,No
4686-UXDML,99.85,1992.55,21,4,No
3808-HFKDE,44.35,927.15,20,0,No
3580-HYCSP,110.3,7966.9,72,6,No
9795-VOWON,24.35,150.85,7,0,No
2159-TURXX,20.05,95.55,5,0,No
0096-BXERS,50.35,314.55,6,1,No
6507-DTJZV,66.4,831.75,13,2,No
9962-BFPDU,20.05,20.05,1,0,No
4587-NUKOX,79.1,246.5,3,2,Yes
4060-LDNLU,96.2,639.7,7,3,No
2379-ENZGV,84.85,523.5,6,2,Yes
4877-EVATK,20.0,20.0,1,0,Yes
9442-JTWDL,20.05,237.7,11,0,No
2748-MYRVK,99.9,6137.0,63,4,Yes
3966-HRMZA,75.05,202.9,3,1,No
2862-JVEOY,19.15,124.4,6,0,No
9489-DEDVP,69.2,4872.35,70,4,No
9469-WEJBT,90.35,3419.3,37,3,No
2384-OVPSA,20.2,735.9,38,0,No
