customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
1400-4987,Female,1,Yes,Yes,8,Yes,No,DSL,No internet service,No,No,No internet service,No,No internet service,One year,No,Bank transfer (automatic),81.69,657.09,No
1401-5121,Female,0,Yes,No,45,Yes,No,Fiber optic,No,Yes,Yes,No,No,Yes,Two year,Yes,Mailed check,23.52,1101.32,No
1402-3999,Male,0,Yes,No,15,No,No,Fiber optic,No internet service,Yes,No,Yes,Yes,No internet service,Two year,Yes,Electronic check,107.36,1638.93,Yes
1403-4378,Male,0,No,Yes,56,Yes,No phone service,No,Yes,No,Yes,No,Yes,No internet service,Month-to-month,Yes,Credit card (automatic),94.34,5331.13,No
1404-3337,Male,1,Yes,Yes,6,No,No,DSL,No internet service,Yes,Yes,No,Yes,No internet service,One year,No,Mailed check,28.61,186.23,No
1405-6207,Female,1,No,No,43,No,No,DSL,Yes,No internet service,Yes,No,Yes,Yes,One year,No,Mailed check,43.52,1913.17,No
1406-5404,Male,1,No,Yes,43,No,No phone service,No,No internet service,No,No,Yes,Yes,No,Two year,Yes,Bank transfer (automatic),94.86,4136.86,Yes
1407-7197,Female,1,Yes,Yes,41,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,One year,Yes,Bank transfer (automatic),87.52,3643.03,Yes
1408-3939,Female,1,Yes,Yes,28,No,Yes,No,Yes,No,No,No internet service,No,Yes,Month-to-month,Yes,Bank transfer (automatic),94.88,2658.21,No
1409-2182,Male,0,Yes,No,2,Yes,No phone service,DSL,Yes,No internet service,No,Yes,No,Yes,Two year,Yes,Mailed check,99.16,207.74,Yes
1410-5457,Male,0,No,Yes,39,No,No phone service,Fiber optic,Yes,Yes,Yes,Yes,No internet service,Yes,Month-to-month,No,Mailed check,51.47,2059.48,Yes
1411-1369,Female,0,Yes,No,70,No,No phone service,Fiber optic,Yes,No,No internet service,No internet service,No,No internet service,One year,Yes,Credit card (automatic),118.79,8324.13,No
1412-9650,Male,0,No,No,54,No,Yes,No,No internet service,No internet service,Yes,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),33.02,1798.72,No
1413-6122,Male,0,Yes,No,25,No,No,No,No,No internet service,Yes,No,Yes,Yes,Two year,No,Electronic check,66.89,1719.51,No
1414-8992,Male,0,No,Yes,52,Yes,No,No,Yes,Yes,No,Yes,No,No,One year,No,Mailed check,115.11,5983.55,No
1415-5011,Female,1,Yes,No,42,No,Yes,No,No,No internet service,Yes,No internet service,Yes,Yes,Two year,Yes,Mailed check,57.56,2430.87,No
1416-1472,Male,0,No,Yes,11,No,No,No,No,No,No,No,No internet service,Yes,One year,No,Credit card (automatic),20.17,274.83,No
1417-6863,Male,1,No,Yes,4,Yes,No phone service,Fiber optic,Yes,Yes,Yes,No,No,No,Two year,Yes,Credit card (automatic),91.39,402.02,No
1418-9959,Male,1,Yes,Yes,2,Yes,No,No,No,No internet service,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,118.99,282.77,No
1419-2461,Male,1,Yes,No,34,No,No phone service,No,Yes,Yes,Yes,No internet service,Yes,No,One year,No,Mailed check,50.85,1740.51,No
1420-8095,Female,1,No,No,55,No,No phone service,DSL,No,Yes,No,No internet service,No,Yes,One year,No,Mailed check,103.70,5716.36,No
1421-9448,Female,1,No,No,37,Yes,Yes,Fiber optic,Yes,No internet service,Yes,No,No,No,One year,No,Credit card (automatic),76.70,2824.59,No
1422-4755,Male,1,Yes,No,52,No,No,DSL,Yes,No,No internet service,Yes,Yes,Yes,One year,No,Mailed check,27.84,1429.38,No
1423-5412,Female,0,Yes,Yes,67,Yes,Yes,Fiber optic,No internet service,Yes,No,No,Yes,Yes,Two year,No,Bank transfer (automatic),50.35,3361.80,No
1424-5949,Female,1,Yes,Yes,28,Yes,Yes,No,No internet service,Yes,No internet service,Yes,Yes,No,One year,No,Mailed check,60.33,1748.28,No
1425-8841,Male,0,Yes,No,2,No,Yes,Fiber optic,No,No,No,No,Yes,No internet service,Two year,No,Mailed check,73.06,190.20,No
1426-7858,Male,0,Yes,Yes,14,No,No phone service,DSL,No internet service,Yes,Yes,Yes,Yes,No,Two year,Yes,Electronic check,112.90,1598.89,No
1427-5843,Female,1,No,No,54,Yes,Yes,DSL,Yes,No internet service,Yes,Yes,No internet service,No,Two year,No,Credit card (automatic),23.96,1300.08,No
1428-2476,Male,0,Yes,No,61,No,Yes,Fiber optic,Yes,No internet service,No,No internet service,No,No internet service,One year,Yes,Electronic check,18.68,1163.17,No
1429-1054,Female,1,Yes,Yes,0,Yes,No,No,No internet service,Yes,Yes,No,No internet service,No,Two year,No,Bank transfer (automatic),88.06,89.02,Yes
1430-5604,Female,0,Yes,Yes,14,No,Yes,Fiber optic,Yes,No,Yes,Yes,No,Yes,One year,Yes,Bank transfer (automatic),48.54,712.85,No
1431-6335,Male,0,Yes,No,32,No,No,DSL,Yes,No internet service,No internet service,Yes,No,Yes,Month-to-month,No,Credit card (automatic),31.54,1024.00,No
1432-2952,Female,1,Yes,Yes,44,No,No,DSL,Yes,No internet service,No internet service,No,Yes,Yes,Two year,Yes,Electronic check,75.70,3372.40,No
1433-4893,Female,1,No,No,54,Yes,Yes,No,Yes,Yes,No,Yes,No internet service,No internet service,One year,No,Mailed check,80.75,4386.87,No
1434-7429,Female,0,No,No,68,Yes,Yes,DSL,No,No internet service,No,Yes,No,No,Month-to-month,No,Credit card (automatic),36.38,2498.54,No
1435-6292,Male,0,No,No,54,Yes,No phone service,No,No internet service,Yes,No internet service,Yes,No internet service,No internet service,One year,No,Mailed check,64.30,3478.29,No
1436-4733,Female,0,No,Yes,1,Yes,No,Fiber optic,No,Yes,Yes,Yes,No internet service,No,Month-to-month,Yes,Electronic check,107.56,92.01,Yes
1437-7428,Female,0,Yes,No,2,Yes,No,DSL,Yes,No,Yes,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),19.47,20.71,Yes
1438-2246,Male,0,Yes,Yes,72,Yes,No,Fiber optic,No internet service,Yes,No,Yes,No internet service,No,One year,No,Electronic check,42.90,3095.39,Yes
1439-9839,Male,0,No,No,72,Yes,No,DSL,No internet service,Yes,Yes,Yes,Yes,Yes,One year,Yes,Electronic check,101.26,7273.21,No
1440-3118,Male,1,Yes,No,24,Yes,No phone service,Fiber optic,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,One year,No,Credit card (automatic),113.44,2716.54,No
1441-9223,Male,0,Yes,Yes,37,Yes,Yes,DSL,No,No internet service,Yes,No,No internet service,No internet service,Two year,Yes,Mailed check,108.33,4015.64,No
1442-8500,Female,0,Yes,No,59,Yes,No phone service,No,No internet service,No internet service,No,No,No internet service,Yes,Month-to-month,No,Electronic check,96.27,5715.50,No
1443-3165,Female,1,No,Yes,18,Yes,No,DSL,No,Yes,Yes,No internet service,No,No,One year,No,Bank transfer (automatic),41.77,802.58,No
1444-8362,Female,1,Yes,Yes,16,Yes,No phone service,Fiber optic,No internet service,Yes,No,Yes,No,No internet service,Month-to-month,No,Mailed check,114.24,1881.03,No
1445-9780,Male,1,Yes,Yes,66,Yes,No,No,No,No,No,No,Yes,No internet service,One year,No,Mailed check,58.36,3890.19,No
1446-1305,Male,0,No,Yes,39,Yes,Yes,DSL,No,No internet service,Yes,No internet service,No,No,Two year,No,Bank transfer (automatic),111.90,4395.33,No
1447-8374,Female,0,No,Yes,58,No,No phone service,Fiber optic,No internet service,No internet service,Yes,Yes,No,No internet service,Two year,Yes,Credit card (automatic),71.95,4207.19,No
1448-2885,Male,1,No,Yes,29,Yes,No phone service,Fiber optic,No,Yes,No,No internet service,No,No,Two year,No,Mailed check,113.15,3339.27,Yes
1449-9494,Male,1,Yes,No,34,Yes,No phone service,No,Yes,No internet service,Yes,Yes,No,No internet service,Two year,Yes,Electronic check,35.03,1208.02,No
1450-7570,Female,1,Yes,Yes,15,No,Yes,DSL,Yes,No internet service,Yes,No internet service,No internet service,No internet service,One year,No,Mailed check,82.08,1270.57,No
1451-4752,Female,0,Yes,Yes,11,Yes,No,DSL,Yes,No,No,No internet service,No,No internet service,Month-to-month,Yes,Electronic check,49.98,564.98,No
1452-5737,Male,0,No,No,62,No,No phone service,No,No,No,Yes,No,No internet service,No internet service,One year,Yes,Electronic check,90.73,5609.26,No
1453-9881,Male,1,Yes,No,26,Yes,No phone service,DSL,No,No,Yes,No,Yes,No internet service,One year,Yes,Credit card (automatic),38.75,1018.78,No
1454-7983,Male,1,No,No,23,Yes,No phone service,No,Yes,Yes,No,No internet service,Yes,No,Two year,Yes,Credit card (automatic),44.83,1024.01,No
1455-9854,Male,0,No,No,66,No,No phone service,DSL,Yes,No internet service,Yes,No internet service,No,Yes,Month-to-month,Yes,Electronic check,70.64,4705.52,No
1456-8280,Female,1,Yes,Yes,59,Yes,No,DSL,No internet service,No internet service,No internet service,No,Yes,No internet service,Month-to-month,No,Mailed check,59.82,3525.02,Yes
1457-9580,Male,0,No,Yes,72,No,No phone service,DSL,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),57.73,4204.48,No
1458-3811,Female,0,No,Yes,15,Yes,Yes,Fiber optic,No,No internet service,No internet service,Yes,Yes,No,Two year,Yes,Mailed check,100.19,1489.83,Yes
1459-8359,Male,1,Yes,Yes,25,Yes,No phone service,Fiber optic,No internet service,No,Yes,No,No internet service,No,One year,No,Mailed check,101.96,2534.76,No
1460-4669,Female,1,No,Yes,70,No,No phone service,No,No internet service,No internet service,No,No internet service,Yes,No internet service,One year,Yes,Mailed check,99.52,6960.24,Yes
1461-1812,Male,1,Yes,No,33,Yes,No phone service,No,Yes,Yes,No,No internet service,No,Yes,One year,No,Credit card (automatic),84.67,2848.14,No
1462-9132,Male,1,No,No,0,No,Yes,DSL,Yes,Yes,Yes,Yes,No,Yes,Month-to-month,Yes,Mailed check,79.41,68.26,No
1463-3523,Male,1,Yes,Yes,9,No,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),21.18,183.75,Yes
1464-1527,Female,0,No,Yes,48,Yes,No phone service,Fiber optic,No,Yes,No,Yes,No,No internet service,One year,No,Bank transfer (automatic),77.26,3709.91,No
1465-4906,Male,0,Yes,Yes,52,No,Yes,DSL,No,No internet service,No internet service,No internet service,No,No internet service,Two year,No,Bank transfer (automatic),76.52,3964.89,No
1466-1724,Male,1,No,Yes,26,No,No,Fiber optic,Yes,Yes,No,No internet service,Yes,Yes,Two year,No,Credit card (automatic),103.81,2714.00,No
1467-2399,Female,0,Yes,No,41,Yes,No,No,No,No internet service,Yes,No,No,No internet service,One year,No,Credit card (automatic),40.34,1682.34,No
1468-4700,Male,0,No,Yes,13,Yes,No phone service,No,Yes,No internet service,No internet service,Yes,No internet service,No internet service,Month-to-month,Yes,Electronic check,50.13,637.27,No
1469-6945,Female,1,Yes,Yes,5,No,No phone service,Fiber optic,No internet service,No,No internet service,Yes,Yes,No,One year,No,Mailed check,77.55,442.37,Yes
1470-6618,Female,0,Yes,Yes,1,Yes,No phone service,DSL,No,Yes,No,No,No,No internet service,Two year,No,Credit card (automatic),111.00,97.69,Yes
1471-7947,Male,0,No,No,46,Yes,Yes,Fiber optic,No,No,No internet service,No,Yes,Yes,Month-to-month,No,Electronic check,119.04,5470.09,No
1472-7693,Male,0,Yes,No,19,No,No phone service,DSL,Yes,No,Yes,No,Yes,Yes,Month-to-month,No,Credit card (automatic),54.19,1021.97,No
1473-8162,Female,1,Yes,Yes,54,Yes,No,Fiber optic,Yes,Yes,Yes,No internet service,No,No internet service,Two year,Yes,Credit card (automatic),100.12,5437.43,Yes
1474-6305,Male,0,No,No,21,Yes,No,No,Yes,Yes,No internet service,Yes,No internet service,Yes,Two year,Yes,Electronic check,23.95,549.43,No
1475-9404,Female,1,No,No,24,No,Yes,Fiber optic,Yes,Yes,No internet service,No internet service,No,No internet service,Month-to-month,No,Electronic check,109.70,2680.94,Yes
1476-5991,Female,0,No,Yes,3,No,No phone service,No,No internet service,No,No,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),102.16,332.09,Yes
1477-1087,Male,0,No,Yes,31,No,No,Fiber optic,No,Yes,No,No internet service,No,Yes,Month-to-month,No,Bank transfer (automatic),61.29,1901.95,No
1478-9785,Female,0,Yes,Yes,2,No,No phone service,DSL,No internet service,No,No,Yes,No,Yes,One year,No,Mailed check,39.53,68.85,No
1479-5709,Male,0,Yes,Yes,32,No,Yes,Fiber optic,Yes,No internet service,No,No internet service,Yes,No internet service,Two year,Yes,Electronic check,101.32,3286.06,No
1480-1832,Female,0,Yes,No,59,Yes,No,Fiber optic,Yes,No,No,Yes,No,Yes,Month-to-month,No,Electronic check,72.74,4317.70,No
1481-8018,Female,1,No,Yes,59,Yes,Yes,No,No internet service,No,No,No,Yes,No internet service,Month-to-month,No,Credit card (automatic),88.54,5250.86,No
1482-1721,Male,0,Yes,No,70,Yes,No phone service,DSL,No,No,Yes,Yes,No,No,One year,No,Bank transfer (automatic),62.10,4335.15,No
1483-2793,Male,0,Yes,Yes,15,No,No phone service,DSL,No internet service,Yes,No,No internet service,No,No,Two year,No,Bank transfer (automatic),96.26,1425.17,No
1484-4246,Male,0,Yes,No,70,No,No,DSL,No internet service,No,No internet service,No internet service,No,Yes,One year,No,Bank transfer (automatic),24.41,1689.32,Yes
1485-7708,Male,0,No,No,22,Yes,No,Fiber optic,No internet service,Yes,No,Yes,Yes,Yes,Month-to-month,No,Mailed check,83.94,1878.56,No
1486-4365,Male,0,No,Yes,29,Yes,No phone service,Fiber optic,Yes,Yes,No internet service,Yes,No internet service,No internet service,Month-to-month,Yes,Mailed check,86.71,2523.10,No
1487-1365,Female,1,No,No,27,Yes,No,DSL,No internet service,No internet service,Yes,No,Yes,No internet service,Month-to-month,Yes,Bank transfer (automatic),97.22,2683.39,Yes
1488-2116,Female,0,No,No,16,Yes,No,DSL,Yes,Yes,No internet service,No internet service,Yes,No internet service,Two year,Yes,Mailed check,28.49,512.98,Yes
1489-2288,Female,1,Yes,No,55,No,Yes,Fiber optic,Yes,No,Yes,No,No,No internet service,Month-to-month,No,Bank transfer (automatic),87.01,4806.92,Yes
1490-4041,Female,0,Yes,No,60,Yes,No phone service,Fiber optic,No,No internet service,Yes,No internet service,No internet service,No,One year,No,Bank transfer (automatic),27.52,1644.26,No
1491-2718,Male,1,No,Yes,37,Yes,No,No,No internet service,Yes,No,No,No internet service,No internet service,Two year,Yes,Mailed check,62.10,2289.47,Yes
1492-6967,Female,1,No,No,11,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,No internet service,Yes,Month-to-month,Yes,Electronic check,65.74,777.79,No
1493-3499,Female,0,No,No,52,No,Yes,No,No internet service,No,Yes,Yes,Yes,Yes,One year,No,Credit card (automatic),30.79,1629.42,No
1494-6649,Female,1,Yes,Yes,25,No,Yes,Fiber optic,No,No internet service,Yes,No internet service,Yes,Yes,Month-to-month,No,Mailed check,46.31,1167.37,Yes
1495-1276,Male,1,Yes,No,69,Yes,Yes,No,Yes,No,Yes,Yes,No internet service,Yes,One year,No,Bank transfer (automatic),97.84,6762.10,No
1496-3577,Male,1,Yes,No,30,Yes,Yes,No,No internet service,No internet service,No,Yes,No internet service,No,One year,Yes,Electronic check,24.73,772.44,No
1497-8977,Male,1,Yes,Yes,49,Yes,Yes,DSL,No,No internet service,No internet service,No,No internet service,Yes,Month-to-month,Yes,Mailed check,101.73,4998.11,No
1498-6477,Female,0,Yes,Yes,35,No,No phone service,DSL,No internet service,No,No,No,Yes,No internet service,Two year,Yes,Credit card (automatic),99.78,3508.51,No
1499-2345,Male,0,Yes,No,67,Yes,Yes,Fiber optic,No,No internet service,No internet service,No,No internet service,Yes,Month-to-month,Yes,Electronic check,34.27,2284.13,No
1500-4042,Male,0,No,No,62,Yes,No,DSL,No internet service,No internet service,No,No internet service,Yes,No,One year,No,Credit card (automatic),36.91,2305.76,No
1501-9148,Male,1,No,No,42,Yes,Yes,Fiber optic,Yes,No,Yes,No,No,Yes,One year,No,Electronic check,46.40,1987.45,Yes
1502-5281,Female,0,Yes,Yes,24,Yes,No,Fiber optic,No internet service,No,No,No,No internet service,No,Month-to-month,No,Bank transfer (automatic),22.43,582.82,No
1503-3658,Female,0,Yes,No,33,No,No,No,Yes,No,No,No,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),21.27,751.94,Yes
1504-3673,Female,0,Yes,Yes,38,No,Yes,No,No internet service,Yes,No,No internet service,No internet service,Yes,Two year,No,Bank transfer (automatic),85.67,3250.47,No
1505-2586,Male,0,Yes,Yes,34,No,No,No,No internet service,Yes,Yes,No internet service,No,No,Month-to-month,Yes,Electronic check,81.33,2803.03,No
1506-6051,Female,0,No,No,6,Yes,Yes,No,No internet service,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,58.84,408.19,No
1507-6618,Female,0,No,No,31,No,No phone service,Fiber optic,No,No,No internet service,Yes,Yes,No internet service,Month-to-month,No,Electronic check,61.76,1931.90,No
1508-3863,Female,0,No,Yes,37,No,No,No,No internet service,Yes,Yes,No,No,No internet service,Two year,Yes,Electronic check,24.82,962.80,No
1509-8345,Female,1,Yes,Yes,12,Yes,No phone service,No,Yes,No internet service,No,Yes,No,No,Two year,No,Bank transfer (automatic),108.11,1297.77,No
1510-9693,Female,0,No,Yes,50,Yes,Yes,Fiber optic,Yes,No internet service,No,No,Yes,Yes,Month-to-month,Yes,Mailed check,34.29,1730.44,Yes
1511-4216,Male,0,Yes,No,6,Yes,Yes,Fiber optic,No,Yes,No,No internet service,Yes,Yes,Two year,Yes,Credit card (automatic),30.72,168.56,Yes
1512-2528,Male,0,Yes,No,59,No,Yes,Fiber optic,Yes,No,Yes,No internet service,Yes,Yes,One year,No,Bank transfer (automatic),82.83,4923.66,No
1513-3825,Female,1,Yes,Yes,35,No,Yes,No,No internet service,No,Yes,No,No internet service,No internet service,Two year,No,Bank transfer (automatic),55.25,1961.23,No
1514-8692,Male,1,No,No,13,Yes,No phone service,DSL,Yes,Yes,No,Yes,No,No,One year,No,Mailed check,68.57,921.18,No
1515-6038,Female,0,No,Yes,72,No,No phone service,DSL,No,Yes,Yes,Yes,No internet service,No internet service,Two year,No,Mailed check,88.12,6356.41,No
1516-8987,Male,0,Yes,Yes,72,No,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,One year,Yes,Electronic check,87.56,6311.08,Yes
1517-3429,Female,0,Yes,No,48,No,No,Fiber optic,No internet service,No,No,No,Yes,No,Two year,No,Mailed check,42.91,2041.29,No
1518-7215,Male,1,Yes,No,24,No,No phone service,DSL,No internet service,No,No,No,No internet service,No,Two year,No,Mailed check,70.99,1728.85,No
1519-6802,Female,0,No,Yes,44,No,Yes,No,No internet service,No internet service,Yes,Yes,No,No internet service,Month-to-month,No,Mailed check,117.04,5159.23,Yes
1520-6705,Female,0,No,No,6,Yes,No,Fiber optic,No internet service,Yes,Yes,No internet service,Yes,No,One year,Yes,Mailed check,110.83,657.28,Yes
1521-7300,Female,1,Yes,No,3,No,Yes,Fiber optic,Yes,Yes,No,No internet service,No,Yes,Month-to-month,Yes,Mailed check,58.94,181.95,No
1522-2086,Male,0,Yes,No,30,No,Yes,No,No,Yes,No,No internet service,Yes,Yes,One year,No,Bank transfer (automatic),94.61,2845.59,No
1523-5769,Female,0,Yes,No,62,No,Yes,DSL,No internet service,Yes,Yes,No,No internet service,No internet service,Two year,No,Electronic check,93.96,5855.19,No
1524-3393,Male,1,No,No,62,No,Yes,No,No internet service,No,No,Yes,Yes,No,One year,Yes,Electronic check,81.63,5092.73,No
1525-3264,Male,1,No,No,33,No,Yes,Fiber optic,No,No,No internet service,No internet service,Yes,Yes,One year,No,Electronic check,55.21,1832.26,No
1526-3727,Female,0,No,Yes,25,Yes,No,No,No internet service,No internet service,No,No internet service,Yes,No internet service,One year,Yes,Mailed check,86.88,2167.95,Yes
1527-1886,Female,0,No,Yes,40,No,Yes,Fiber optic,Yes,Yes,No,No,Yes,Yes,Two year,No,Bank transfer (automatic),108.85,4409.46,No
1528-5721,Female,1,No,Yes,48,No,No,DSL,Yes,No,No,No,Yes,Yes,Two year,No,Electronic check,83.21,4026.55,No
1529-8799,Female,0,No,No,21,No,No,No,No,No internet service,Yes,No internet service,No,Yes,One year,No,Mailed check,51.15,1076.55,No
1530-1933,Female,0,No,No,29,No,No phone service,DSL,No,No internet service,Yes,No internet service,No internet service,No,One year,Yes,Bank transfer (automatic),76.10,2220.61,Yes
1531-5744,Female,0,No,No,37,Yes,No phone service,Fiber optic,Yes,No,Yes,Yes,No internet service,Yes,Two year,Yes,Credit card (automatic),41.11,1574.71,No
1532-1451,Male,1,Yes,No,25,Yes,Yes,Fiber optic,Yes,Yes,No internet service,No internet service,Yes,Yes,Two year,No,Bank transfer (automatic),23.71,593.02,Yes
1533-9737,Female,0,Yes,No,35,Yes,No,Fiber optic,Yes,No,No internet service,No,No,No,Month-to-month,No,Credit card (automatic),106.87,3796.40,No
1534-7437,Female,1,No,Yes,29,Yes,Yes,No,No,No internet service,No internet service,No internet service,No,Yes,Month-to-month,No,Bank transfer (automatic),117.89,3412.19,No
1535-6660,Male,0,Yes,Yes,28,Yes,Yes,No,Yes,No internet service,No,No internet service,No internet service,No,Month-to-month,No,Credit card (automatic),73.22,2073.16,No
1536-3000,Male,0,No,Yes,19,Yes,Yes,DSL,Yes,No,Yes,No internet service,No,Yes,Month-to-month,No,Mailed check,74.01,1446.79,No
1537-9732,Female,0,Yes,No,41,Yes,No,DSL,No internet service,No internet service,No internet service,No,No,No internet service,One year,No,Bank transfer (automatic),116.93,4853.41,Yes
1538-1615,Female,0,Yes,Yes,21,No,No phone service,No,Yes,No,No,No,No internet service,No,Two year,Yes,Credit card (automatic),44.31,937.24,No
1539-2214,Female,1,Yes,No,23,Yes,Yes,Fiber optic,No internet service,No,Yes,Yes,No,No,One year,Yes,Bank transfer (automatic),18.42,450.95,No
1540-3439,Male,0,Yes,Yes,21,Yes,No,Fiber optic,No,No internet service,No internet service,No,Yes,Yes,One year,Yes,Credit card (automatic),29.15,625.72,Yes
1541-8506,Female,0,Yes,No,51,Yes,Yes,No,No,No internet service,No internet service,No internet service,No,Yes,Month-to-month,Yes,Credit card (automatic),80.55,4089.63,No
1542-3449,Female,1,Yes,Yes,33,No,No,Fiber optic,Yes,No,Yes,No,No,No,One year,No,Credit card (automatic),78.39,2642.41,No
1543-1439,Male,1,Yes,Yes,67,No,Yes,DSL,Yes,No,No,Yes,No internet service,No,One year,No,Electronic check,31.40,2099.94,No
1544-6045,Male,0,No,No,11,No,Yes,No,Yes,No,Yes,Yes,No internet service,No,One year,Yes,Bank transfer (automatic),118.18,1352.17,Yes
1545-2202,Male,0,No,No,68,Yes,No,Fiber optic,No,No,No,Yes,No internet service,No internet service,Two year,Yes,Credit card (automatic),32.85,2274.03,Yes
1546-4898,Male,0,No,No,70,Yes,No phone service,Fiber optic,No,No internet service,No,Yes,No internet service,Yes,Two year,No,Mailed check,32.84,2346.23,Yes
1547-5858,Female,0,Yes,No,0,No,No phone service,DSL,No internet service,No internet service,No internet service,No,No,No internet service,One year,Yes,Electronic check,18.82,11.26,No
1548-3117,Male,1,Yes,No,21,No,Yes,Fiber optic,No internet service,No,Yes,Yes,No internet service,Yes,One year,No,Credit card (automatic),77.91,1670.87,No
1549-1707,Female,0,No,Yes,4,Yes,Yes,DSL,No internet service,No,No internet service,No,No internet service,Yes,Two year,No,Mailed check,109.55,420.35,No
1550-3401,Male,0,No,Yes,40,No,No,No,No,Yes,Yes,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),77.17,3117.56,No
1551-9907,Male,1,No,Yes,64,No,No phone service,Fiber optic,No internet service,No,Yes,No internet service,No internet service,No,One year,No,Mailed check,110.60,7096.76,No
1552-2073,Female,0,No,Yes,47,Yes,No phone service,Fiber optic,No,Yes,No internet service,No internet service,No internet service,No,Two year,Yes,Bank transfer (automatic),60.18,2867.14,No
1553-9029,Male,1,Yes,No,7,Yes,No,Fiber optic,No internet service,No internet service,No internet service,No internet service,No internet service,No,Month-to-month,Yes,Electronic check,115.46,840.30,No
1554-3311,Female,1,Yes,No,14,Yes,No phone service,DSL,Yes,Yes,No internet service,No,No,No,Month-to-month,Yes,Mailed check,75.26,1041.35,No
1555-6103,Male,1,No,Yes,31,Yes,No,No,No internet service,No internet service,Yes,Yes,Yes,No internet service,One year,No,Bank transfer (automatic),89.39,2751.25,No
1556-3500,Female,0,No,Yes,58,No,Yes,DSL,No internet service,No,Yes,No,Yes,Yes,One year,No,Mailed check,72.19,4208.52,Yes
1557-1558,Male,1,Yes,Yes,37,Yes,Yes,No,No,No,No,No internet service,No,No internet service,Month-to-month,Yes,Credit card (automatic),58.55,2203.80,No
1558-6044,Female,0,Yes,No,60,No,No phone service,No,No,No internet service,Yes,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),63.72,3873.84,No
1559-1239,Male,0,Yes,No,9,No,No,DSL,No internet service,Yes,Yes,No internet service,Yes,Yes,Month-to-month,No,Bank transfer (automatic),30.96,281.33,Yes
1560-8293,Female,0,Yes,No,32,No,No,DSL,Yes,Yes,No internet service,Yes,Yes,Yes,One year,No,Mailed check,96.12,3123.04,No
1561-8802,Male,0,No,Yes,5,Yes,No,No,No,Yes,Yes,No internet service,No,No internet service,Two year,Yes,Credit card (automatic),79.58,450.51,No
1562-2926,Male,0,Yes,Yes,21,Yes,No,Fiber optic,Yes,Yes,No internet service,No internet service,Yes,No,One year,No,Electronic check,105.65,2213.76,Yes
1563-4966,Male,1,Yes,No,71,Yes,No,DSL,No internet service,No internet service,Yes,No internet service,No internet service,No,Two year,Yes,Electronic check,66.10,4683.17,No
1564-4457,Female,0,Yes,No,29,No,No phone service,Fiber optic,Yes,No,No internet service,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),56.32,1662.56,No
1565-4902,Female,0,No,No,19,No,No,No,No,No,No,No internet service,No,Yes,One year,Yes,Electronic check,104.47,2024.77,No
1566-8196,Male,1,Yes,Yes,17,Yes,No phone service,Fiber optic,No,No,No internet service,No internet service,No internet service,No,Two year,Yes,Credit card (automatic),95.02,1597.74,Yes
1567-3470,Female,0,No,Yes,71,No,Yes,Fiber optic,No internet service,No,No,Yes,Yes,No internet service,Month-to-month,Yes,Credit card (automatic),19.54,1402.08,No
1568-4048,Male,1,Yes,No,45,No,Yes,Fiber optic,No internet service,No,No,No,No,No,Month-to-month,No,Electronic check,43.01,1919.53,No
1569-2381,Female,0,No,Yes,72,No,No phone service,No,No,No,No internet service,Yes,Yes,No,Month-to-month,No,Bank transfer (automatic),46.16,3318.33,No
1570-8812,Female,0,No,Yes,46,Yes,No phone service,Fiber optic,Yes,Yes,No,No,No internet service,No,Month-to-month,No,Mailed check,98.53,4568.24,No
1571-9126,Male,1,No,Yes,1,Yes,No phone service,DSL,Yes,No internet service,No internet service,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),56.48,67.73,No
1572-5913,Female,1,Yes,Yes,1,No,No,Fiber optic,No,Yes,Yes,No,No internet service,No internet service,Two year,Yes,Credit card (automatic),41.62,100.95,Yes
1573-5505,Male,1,Yes,No,39,No,No phone service,Fiber optic,Yes,No,No,Yes,Yes,No internet service,Month-to-month,Yes,Bank transfer (automatic),52.76,2112.66,Yes
1574-5602,Female,0,No,No,6,Yes,Yes,Fiber optic,No internet service,Yes,No internet service,No,Yes,No internet service,One year,No,Bank transfer (automatic),46.78,329.90,Yes
