Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Segment,Country,City,State,Postal Code,Region,Category,Sub-Category,Product ID,Sales,Quantity,Discount,Profit
CA-2023-02376,2023-05-13,2023-05-15,First Class,CUST-6883,Consumer,Canada,City-84,Alberta,73846,Canada,Technology,Copiers,PROD-69546,701.92,3,0.30,-65.11
CA-2023-02377,2023-06-11,2023-06-18,First Class,CUST-6658,Home Office,Canada,City-883,Quebec,33480,Canada,Furniture,Tables,PROD-35591,1483.85,8,0.10,255.47
CA-2023-02378,2023-09-11,2023-09-13,Same Day,CUST-6245,Consumer,United States,City-801,California,47446,West,Technology,Machines,PROD-86342,1520.06,5,0.10,456.87
CA-2023-02379,2023-11-08,2023-11-15,Second Class,CUST-8133,Consumer,United States,City-794,Washington,26970,West,Office Supplies,Storage,PROD-11032,963.05,7,0.30,137.78
CA-2023-02380,2023-05-19,2023-05-26,Second Class,CUST-9153,Corporate,United States,City-1070,Colorado,26708,West,Office Supplies,Storage,PROD-74365,361.69,2,0.10,-10.55
CA-2023-02381,2023-02-02,2023-02-05,Second Class,CUST-4327,Consumer,Canada,City-92,Quebec,30727,Canada,Office Supplies,Appliances,PROD-54591,493.59,3,0.00,-9.53
CA-2023-02382,2023-01-01,2023-01-06,Same Day,CUST-1926,Home Office,United States,City-800,Colorado,14436,West,Office Supplies,Paper,PROD-54496,458.10,2,0.00,28.81
CA-2023-02383,2023-06-19,2023-06-21,Second Class,CUST-4767,Home Office,United States,City-738,California,39840,West,Furniture,Chairs,PROD-47769,1131.89,9,0.10,-104.70
CA-2023-02384,2023-03-06,2023-03-12,Second Class,CUST-5229,Consumer,Canada,City-497,Ontario,29585,Canada,Technology,Phones,PROD-39651,1106.57,3,0.20,24.22
CA-2023-02385,2023-02-08,2023-02-11,Standard Class,CUST-8628,Corporate,Canada,City-568,Ontario,93974,Canada,Furniture,Tables,PROD-73139,1744.30,5,0.00,360.04
CA-2023-02386,2023-01-24,2023-01-31,Same Day,CUST-9471,Consumer,Canada,City-310,Alberta,49811,Canada,Furniture,Chairs,PROD-20591,701.10,9,0.00,-1.64
CA-2023-02387,2023-12-15,2023-12-20,Standard Class,CUST-8130,Corporate,Canada,City-32,Ontario,15588,Canada,Office Supplies,Appliances,PROD-38448,1103.63,7,0.10,147.55
CA-2023-02388,2023-08-31,2023-09-04,Same Day,CUST-9735,Consumer,Canada,City-741,Quebec,76051,Canada,Office Supplies,Paper,PROD-28835,1539.16,4,0.00,193.97
CA-2023-02389,2023-06-09,2023-06-12,First Class,CUST-9624,Consumer,United States,City-306,New York,51230,West,Technology,Accessories,PROD-99071,667.32,4,0.00,203.24
CA-2023-02390,2023-06-19,2023-06-20,First Class,CUST-8728,Corporate,Canada,City-1134,Ontario,13308,Canada,Furniture,Bookcases,PROD-30819,893.57,4,0.20,-14.29
CA-2023-02391,2023-08-31,2023-09-04,Second Class,CUST-5902,Home Office,United States,City-904,Colorado,61997,West,Office Supplies,Storage,PROD-52067,493.99,9,0.20,166.20
CA-2023-02392,2023-02-10,2023-02-16,Same Day,CUST-4524,Consumer,Canada,City-1026,Alberta,68555,Canada,Technology,Accessories,PROD-61121,452.63,6,0.30,126.24
CA-2023-02393,2023-07-10,2023-07-17,Standard Class,CUST-5842,Corporate,Canada,City-389,Quebec,23464,Canada,Technology,Accessories,PROD-20774,660.10,2,0.00,76.80
CA-2023-02394,2023-11-22,2023-11-29,Second Class,CUST-7257,Corporate,United Kingdom,City-451,Scotland,10497,EMEA,Furniture,Chairs,PROD-50093,2306.90,5,0.00,-82.93
CA-2023-02395,2023-05-19,2023-05-21,Same Day,CUST-4715,Home Office,United Kingdom,City-945,Wales,50879,EMEA,Furniture,Chairs,PROD-39764,568.86,2,0.30,161.03
CA-2023-02396,2023-03-26,2023-03-31,Second Class,CUST-5956,Consumer,United States,City-1190,Colorado,69103,West,Office Supplies,Storage,PROD-39659,263.38,1,0.30,-1.92
CA-2023-02397,2023-12-31,2024-01-05,Same Day,CUST-8801,Home Office,United Kingdom,City-1017,Scotland,57749,EMEA,Technology,Copiers,PROD-77074,589.06,2,0.20,75.38
CA-2023-02398,2023-07-07,2023-07-12,First Class,CUST-9045,Corporate,United Kingdom,City-268,England,25152,EMEA,Technology,Accessories,PROD-47809,923.56,4,0.00,121.67
CA-2023-02399,2023-03-02,2023-03-04,First Class,CUST-8380,Consumer,Canada,City-432,Ontario,38100,Canada,Furniture,Chairs,PROD-37097,1262.65,5,0.10,-118.44
CA-2023-02400,2023-04-22,2023-04-29,Same Day,CUST-8520,Corporate,Canada,City-640,Ontario,78860,Canada,Office Supplies,Storage,PROD-12359,2612.95,8,0.10,39.53
CA-2023-02401,2023-06-30,2023-07-04,Same Day,CUST-3533,Home Office,United States,City-789,New York,63887,West,Furniture,Chairs,PROD-25747,3369.59,7,0.00,-91.23
CA-2023-02402,2023-04-19,2023-04-26,Standard Class,CUST-3189,Home Office,United States,City-248,Washington,86156,West,Technology,Machines,PROD-65923,2240.16,8,0.00,544.70
CA-2023-02403,2023-04-16,2023-04-18,First Class,CUST-1601,Home Office,United Kingdom,City-442,Wales,88472,EMEA,Furniture,Bookcases,PROD-62729,4492.44,10,0.10,702.91
CA-2023-02404,2023-05-20,2023-05-25,Standard Class,CUST-6571,Consumer,United Kingdom,City-814,Wales,14254,EMEA,Office Supplies,Appliances,PROD-78295,519.72,4,0.00,-3.89
CA-2023-02405,2023-02-16,2023-02-17,First Class,CUST-1476,Corporate,Canada,City-1185,Quebec,83717,Canada,Technology,Copiers,PROD-60960,162.48,2,0.00,-2.99
CA-2023-02406,2023-12-16,2023-12-17,Standard Class,CUST-7730,Corporate,Canada,City-958,Ontario,83050,Canada,Office Supplies,Binders,PROD-54308,727.72,7,0.20,-41.71
CA-2023-02407,2023-11-17,2023-11-23,Second Class,CUST-2710,Consumer,Canada,City-741,Quebec,82415,Canada,Office Supplies,Paper,PROD-37338,1017.12,10,0.20,243.72
CA-2023-02408,2023-10-23,2023-10-27,Same Day,CUST-4434,Corporate,United Kingdom,City-807,England,54099,EMEA,Furniture,Bookcases,PROD-57301,1652.11,7,0.10,197.68
CA-2023-02409,2023-06-08,2023-06-09,Second Class,CUST-9973,Home Office,Canada,City-148,Quebec,37344,Canada,Office Supplies,Paper,PROD-95505,1410.32,10,0.20,-126.13
CA-2023-02410,2023-09-09,2023-09-16,Second Class,CUST-1451,Consumer,Canada,City-367,Quebec,66669,Canada,Furniture,Chairs,PROD-14346,3404.08,8,0.00,216.14
CA-2023-02411,2023-11-09,2023-11-10,Second Class,CUST-5114,Home Office,United States,City-168,California,39352,West,Office Supplies,Paper,PROD-75456,507.88,5,0.30,-5.35
CA-2023-02412,2023-10-27,2023-11-01,Same Day,CUST-5097,Consumer,Canada,City-153,Ontario,44281,Canada,Furniture,Chairs,PROD-70328,722.00,2,0.10,180.36
CA-2023-02413,2023-11-18,2023-11-25,Same Day,CUST-7240,Corporate,Canada,City-38,Alberta,50876,Canada,Technology,Phones,PROD-70527,1070.04,4,0.00,76.66
CA-2023-02414,2023-04-03,2023-04-04,Second Class,CUST-6006,Consumer,Canada,City-793,Ontario,69256,Canada,Technology,Machines,PROD-39323,1031.48,3,0.10,-19.04
CA-2023-02415,2023-09-18,2023-09-25,First Class,CUST-6964,Consumer,Canada,City-118,Ontario,57688,Canada,Office Supplies,Storage,PROD-57436,1685.45,6,0.10,-90.00
CA-2023-02416,2023-09-08,2023-09-12,First Class,CUST-8643,Consumer,Canada,City-401,Quebec,30572,Canada,Furniture,Chairs,PROD-98595,1702.65,5,0.00,468.38
CA-2023-02417,2023-01-03,2023-01-10,First Class,CUST-7882,Home Office,United Kingdom,City-375,England,64225,EMEA,Technology,Machines,PROD-18236,1257.58,7,0.30,177.59
CA-2023-02418,2023-06-27,2023-07-02,First Class,CUST-7729,Home Office,United States,City-972,Colorado,36275,West,Office Supplies,Storage,PROD-45888,1898.80,4,0.00,658.48
CA-2023-02419,2023-07-15,2023-07-17,Same Day,CUST-5322,Corporate,United Kingdom,City-105,Scotland,32048,EMEA,Furniture,Bookcases,PROD-53880,3101.63,7,0.00,519.64
CA-2023-02420,2023-11-13,2023-11-16,Second Class,CUST-4909,Corporate,Canada,City-794,Quebec,60464,Canada,Technology,Copiers,PROD-46054,756.08,6,0.30,199.69
CA-2023-02421,2023-01-19,2023-01-25,Second Class,CUST-1091,Corporate,United Kingdom,City-655,Scotland,94905,EMEA,Technology,Accessories,PROD-83289,672.08,6,0.10,-15.90
CA-2023-02422,2023-07-23,2023-07-26,First Class,CUST-6724,Home Office,Canada,City-1074,Quebec,90103,Canada,Furniture,Tables,PROD-46655,2636.28,6,0.00,259.45
CA-2023-02423,2023-01-04,2023-01-07,Standard Class,CUST-4056,Consumer,Canada,City-988,Ontario,78809,Canada,Furniture,Tables,PROD-89582,1531.55,9,0.10,246.82
CA-2023-02424,2023-07-14,2023-07-17,First Class,CUST-5502,Home Office,United States,City-834,Washington,88752,West,Technology,Phones,PROD-21450,215.99,1,0.10,-1.28
CA-2023-02425,2023-04-01,2023-04-08,First Class,CUST-7678,Consumer,United Kingdom,City-792,England,38629,EMEA,Technology,Copiers,PROD-57312,38.81,2,0.30,11.48
CA-2023-02426,2023-11-20,2023-11-25,First Class,CUST-7456,Consumer,Canada,City-1092,Ontario,69238,Canada,Office Supplies,Appliances,PROD-66607,1157.87,7,0.30,106.72
CA-2023-02427,2023-03-11,2023-03-15,Same Day,CUST-1879,Home Office,Canada,City-508,Ontario,38627,Canada,Furniture,Tables,PROD-85440,240.68,5,0.20,-8.19
CA-2023-02428,2023-01-11,2023-01-13,Second Class,CUST-6372,Corporate,United Kingdom,City-110,England,21637,EMEA,Technology,Machines,PROD-25071,3224.64,8,0.00,667.27
CA-2023-02429,2023-10-31,2023-11-04,Standard Class,CUST-5318,Consumer,United Kingdom,City-1061,Scotland,44389,EMEA,Office Supplies,Storage,PROD-42979,1728.84,4,0.00,159.40
CA-2023-02430,2023-07-10,2023-07-13,Standard Class,CUST-4005,Home Office,United States,City-916,Colorado,95891,West,Technology,Machines,PROD-63725,98.10,6,0.00,19.71
CA-2023-02431,2023-07-26,2023-08-02,Same Day,CUST-9876,Corporate,United States,City-958,Washington,13800,West,Technology,Machines,PROD-99155,279.44,8,0.00,52.10
CA-2023-02432,2023-07-24,2023-07-25,Standard Class,CUST-9534,Consumer,United States,City-374,Washington,41346,West,Furniture,Tables,PROD-49006,994.12,4,0.00,63.39
CA-2023-02433,2023-09-13,2023-09-17,First Class,CUST-2083,Consumer,Canada,City-425,Ontario,42566,Canada,Technology,Machines,PROD-15881,3513.24,9,0.00,422.21
CA-2023-02434,2023-01-16,2023-01-23,Same Day,CUST-9812,Consumer,Canada,City-745,Quebec,25611,Canada,Office Supplies,Paper,PROD-99224,386.38,1,0.20,-3.00
CA-2023-02435,2023-05-18,2023-05-23,First Class,CUST-8091,Consumer,Canada,City-904,Quebec,79587,Canada,Furniture,Chairs,PROD-53065,3793.59,9,0.00,410.08
CA-2023-02436,2023-05-15,2023-05-20,Second Class,CUST-9291,Consumer,Canada,City-15,Quebec,48149,Canada,Furniture,Bookcases,PROD-42094,99.00,10,0.00,28.72
CA-2023-02437,2023-02-12,2023-02-16,First Class,CUST-6168,Home Office,Canada,City-525,Quebec,42204,Canada,Office Supplies,Paper,PROD-87021,2484.75,5,0.00,367.42
CA-2023-02438,2023-11-17,2023-11-18,Second Class,CUST-1886,Corporate,United States,City-410,California,34404,West,Office Supplies,Paper,PROD-26278,391.10,6,0.20,70.89
CA-2023-02439,2023-11-29,2023-11-30,Same Day,CUST-3705,Home Office,Canada,City-326,Quebec,37095,Canada,Furniture,Tables,PROD-42228,713.58,7,0.00,236.71
CA-2023-02440,2023-01-02,2023-01-04,Second Class,CUST-8584,Home Office,United Kingdom,City-723,Scotland,44699,EMEA,Furniture,Bookcases,PROD-37325,847.26,6,0.00,221.93
CA-2023-02441,2023-11-18,2023-11-23,First Class,CUST-9711,Consumer,United States,City-241,California,29132,West,Office Supplies,Appliances,PROD-28354,15.89,1,0.00,-0.16
CA-2023-02442,2023-03-06,2023-03-13,Second Class,CUST-6678,Home Office,Canada,City-788,Ontario,77787,Canada,Furniture,Bookcases,PROD-48970,285.47,1,0.00,88.29
CA-2023-02443,2023-09-22,2023-09-25,Same Day,CUST-3463,Home Office,Canada,City-919,Quebec,38510,Canada,Office Supplies,Storage,PROD-45506,945.66,4,0.20,305.95
CA-2023-02444,2023-09-27,2023-10-04,Standard Class,CUST-9441,Consumer,Canada,City-671,Quebec,41025,Canada,Furniture,Bookcases,PROD-28098,430.86,8,0.30,-6.68
CA-2023-02445,2023-07-01,2023-07-08,Standard Class,CUST-9648,Corporate,United Kingdom,City-270,Scotland,86923,EMEA,Furniture,Tables,PROD-78937,1003.00,6,0.10,209.13
CA-2023-02446,2023-06-23,2023-06-28,Second Class,CUST-6379,Consumer,Canada,City-163,Alberta,54111,Canada,Furniture,Chairs,PROD-49758,1501.43,10,0.30,425.77
CA-2023-02447,2023-07-18,2023-07-19,First Class,CUST-6330,Consumer,United Kingdom,City-1028,Wales,69438,EMEA,Technology,Copiers,PROD-13991,2011.90,9,0.20,468.28
CA-2023-02448,2023-05-11,2023-05-14,Standard Class,CUST-6916,Consumer,Canada,City-279,Alberta,95774,Canada,Office Supplies,Paper,PROD-55438,98.55,6,0.10,16.56
CA-2023-02449,2023-06-20,2023-06-25,Standard Class,CUST-8405,Consumer,United Kingdom,City-431,Wales,58269,EMEA,Technology,Phones,PROD-92258,678.27,3,0.00,23.75
CA-2023-02450,2023-10-22,2023-10-29,Second Class,CUST-5726,Corporate,United Kingdom,City-557,Scotland,58772,EMEA,Furniture,Bookcases,PROD-86912,303.29,3,0.10,-10.08
CA-2023-02451,2023-01-20,2023-01-21,First Class,CUST-9968,Home Office,United States,City-963,New York,90700,West,Office Supplies,Binders,PROD-50703,2145.07,6,0.20,734.63
CA-2023-02452,2023-05-16,2023-05-22,Standard Class,CUST-9004,Corporate,Canada,City-853,Alberta,70534,Canada,Furniture,Bookcases,PROD-25389,1361.92,4,0.00,346.80
CA-2023-02453,2023-04-24,2023-04-27,Same Day,CUST-7153,Corporate,United States,City-746,Colorado,86824,West,Furniture,Chairs,PROD-49469,758.46,8,0.30,194.21
CA-2023-02454,2023-03-17,2023-03-23,Standard Class,CUST-4308,Corporate,United States,City-314,Washington,74332,West,Office Supplies,Storage,PROD-46215,942.50,2,0.00,308.01
CA-2023-02455,2023-06-23,2023-06-26,Standard Class,CUST-6956,Home Office,United States,City-102,New York,17324,West,Office Supplies,Paper,PROD-67034,719.32,5,0.20,239.92
CA-2023-02456,2023-12-06,2023-12-08,Same Day,CUST-6834,Home Office,United States,City-869,California,83170,West,Furniture,Bookcases,PROD-11019,1472.17,7,0.00,224.09
CA-2023-02457,2023-01-16,2023-01-21,Standard Class,CUST-8725,Corporate,United Kingdom,City-1189,Wales,22013,EMEA,Office Supplies,Binders,PROD-83289,478.92,2,0.00,148.38
CA-2023-02458,2023-10-24,2023-10-28,Same Day,CUST-4974,Consumer,United Kingdom,City-192,England,92017,EMEA,Technology,Accessories,PROD-18987,1754.46,9,0.00,439.13
CA-2023-02459,2023-09-26,2023-10-01,Second Class,CUST-4226,Home Office,Canada,City-861,Alberta,14724,Canada,Technology,Copiers,PROD-88278,43.08,2,0.00,11.01
CA-2023-02460,2023-04-15,2023-04-17,First Class,CUST-4888,Corporate,United States,City-222,California,58421,West,Furniture,Chairs,PROD-38460,14.92,1,0.30,-0.22
CA-2023-02461,2023-10-28,2023-10-29,Standard Class,CUST-2028,Home Office,Canada,City-498,Quebec,75506,Canada,Furniture,Chairs,PROD-83347,2287.93,9,0.10,305.31
CA-2023-02462,2023-06-02,2023-06-05,Same Day,CUST-3213,Corporate,Canada,City-433,Alberta,79233,Canada,Office Supplies,Binders,PROD-11035,1004.84,7,0.30,298.32
CA-2023-02463,2023-12-25,2023-12-26,Same Day,CUST-7767,Consumer,Canada,City-613,Ontario,77174,Canada,Furniture,Bookcases,PROD-50233,1047.13,7,0.00,-34.55
CA-2023-02464,2023-11-28,2023-12-03,Same Day,CUST-6361,Consumer,United Kingdom,City-528,England,70699,EMEA,Furniture,Tables,PROD-77932,3699.99,10,0.10,28.96
CA-2023-02465,2023-05-20,2023-05-25,Same Day,CUST-5214,Corporate,United States,City-909,New York,49629,West,Technology,Accessories,PROD-60334,2031.30,9,0.00,76.54
CA-2023-02466,2023-12-27,2023-12-30,First Class,CUST-5573,Corporate,Canada,City-1166,Ontario,90819,Canada,Furniture,Chairs,PROD-11341,1002.88,7,0.30,-35.22
CA-2023-02467,2023-10-12,2023-10-17,Same Day,CUST-2994,Home Office,United States,City-1195,New York,11456,West,Office Supplies,Paper,PROD-96676,1187.54,7,0.20,-84.62
CA-2023-02468,2023-03-16,2023-03-18,Same Day,CUST-4711,Corporate,Canada,City-285,Ontario,85568,Canada,Technology,Accessories,PROD-71303,2230.83,9,0.00,683.73
CA-2023-02469,2023-05-19,2023-05-20,Same Day,CUST-9533,Consumer,United States,City-996,Washington,83137,West,Office Supplies,Binders,PROD-52831,2578.02,8,0.30,766.87
CA-2023-02470,2023-05-16,2023-05-23,Same Day,CUST-7092,Home Office,United Kingdom,City-501,Wales,16744,EMEA,Office Supplies,Paper,PROD-70342,1833.35,6,0.10,363.31
CA-2023-02471,2023-01-02,2023-01-03,Standard Class,CUST-5278,Consumer,Canada,City-1151,Quebec,98735,Canada,Office Supplies,Paper,PROD-93774,2018.58,7,0.10,390.08
CA-2023-02472,2023-08-01,2023-08-03,First Class,CUST-5117,Consumer,United Kingdom,City-541,Wales,38158,EMEA,Furniture,Bookcases,PROD-43186,366.35,7,0.10,21.91
CA-2023-02473,2023-03-19,2023-03-20,First Class,CUST-5088,Corporate,United States,City-126,California,48251,West,Technology,Machines,PROD-52702,2872.80,8,0.00,-109.80
CA-2023-02474,2023-06-27,2023-07-03,Same Day,CUST-9967,Corporate,United States,City-1171,California,79164,West,Technology,Phones,PROD-51878,1893.24,6,0.00,1.34
CA-2023-02475,2023-04-06,2023-04-13,Same Day,CUST-9027,Home Office,United States,City-539,California,34580,West,Furniture,Tables,PROD-98030,1458.24,7,0.00,-23.66
CA-2023-02476,2023-03-07,2023-03-09,Second Class,CUST-2268,Consumer,Canada,City-98,Alberta,46588,Canada,Furniture,Tables,PROD-74364,122.89,7,0.30,31.97
CA-2023-02477,2023-03-06,2023-03-11,First Class,CUST-5841,Corporate,United States,City-745,California,29805,West,Furniture,Tables,PROD-86071,2523.30,8,0.30,631.65
CA-2023-02478,2023-03-09,2023-03-13,First Class,CUST-5750,Consumer,United Kingdom,City-43,Scotland,53745,EMEA,Furniture,Tables,PROD-38255,3121.20,10,0.00,1032.70
CA-2023-02479,2023-06-09,2023-06-16,Same Day,CUST-1177,Corporate,United Kingdom,City-397,Wales,15865,EMEA,Furniture,Tables,PROD-88032,396.78,6,0.00,36.76
CA-2023-02480,2023-10-09,2023-10-14,Standard Class,CUST-3539,Corporate,United States,City-223,Washington,62619,West,Office Supplies,Paper,PROD-15731,428.83,8,0.10,3.28
CA-2023-02481,2023-03-06,2023-03-10,Standard Class,CUST-1708,Consumer,United Kingdom,City-170,England,89900,EMEA,Office Supplies,Appliances,PROD-33007,1507.59,7,0.00,119.35
CA-2023-02482,2023-07-31,2023-08-03,Standard Class,CUST-7897,Corporate,United States,City-823,Washington,21330,West,Office Supplies,Binders,PROD-69887,1147.90,5,0.00,60.00
CA-2023-02483,2023-11-19,2023-11-23,Same Day,CUST-6836,Consumer,United States,City-496,California,63108,West,Technology,Phones,PROD-99808,364.80,6,0.00,109.50
CA-2023-02484,2023-08-07,2023-08-12,Second Class,CUST-2496,Corporate,United Kingdom,City-999,Wales,15461,EMEA,Furniture,Bookcases,PROD-60209,971.76,2,0.00,207.98
CA-2023-02485,2023-05-04,2023-05-07,Standard Class,CUST-5618,Consumer,United Kingdom,City-415,Wales,33622,EMEA,Furniture,Tables,PROD-86383,316.67,1,0.00,7.19
CA-2023-02486,2023-06-19,2023-06-23,First Class,CUST-4722,Home Office,Canada,City-168,Quebec,64867,Canada,Furniture,Bookcases,PROD-14203,307.64,4,0.00,67.01
CA-2023-02487,2023-12-16,2023-12-19,First Class,CUST-5990,Home Office,United States,City-362,Colorado,61897,West,Office Supplies,Paper,PROD-19020,577.80,2,0.00,129.62
CA-2023-02488,2023-10-06,2023-10-11,Second Class,CUST-6980,Consumer,Canada,City-662,Ontario,49948,Canada,Furniture,Bookcases,PROD-42481,1145.70,10,0.00,87.20
CA-2023-02489,2023-01-04,2023-01-07,First Class,CUST-9851,Home Office,United States,City-416,New York,41210,West,Office Supplies,Paper,PROD-46937,941.60,4,0.00,-92.93
CA-2023-02490,2023-08-19,2023-08-23,Standard Class,CUST-5416,Home Office,United States,City-540,New York,40577,West,Furniture,Tables,PROD-67781,788.42,2,0.00,215.08
CA-2023-02491,2023-12-27,2024-01-02,Standard Class,CUST-8711,Home Office,United States,City-377,California,54696,West,Technology,Accessories,PROD-22128,1289.71,4,0.30,346.79
CA-2023-02492,2023-07-14,2023-07-19,Same Day,CUST-4878,Corporate,United Kingdom,City-1105,Wales,59035,EMEA,Furniture,Bookcases,PROD-83767,111.46,6,0.20,-6.41
CA-2023-02493,2023-12-18,2023-12-21,Second Class,CUST-2206,Home Office,United States,City-142,California,17498,West,Technology,Copiers,PROD-73979,1709.40,7,0.20,-25.40
CA-2023-02494,2023-11-26,2023-11-30,First Class,CUST-5849,Home Office,Canada,City-770,Ontario,47686,Canada,Furniture,Tables,PROD-56523,131.80,5,0.00,28.59
CA-2023-02495,2023-07-08,2023-07-12,Same Day,CUST-1202,Corporate,United States,City-1170,Colorado,36559,West,Furniture,Tables,PROD-71469,49.92,6,0.00,3.81
CA-2023-02496,2023-03-17,2023-03-23,Second Class,CUST-3108,Corporate,Canada,City-657,Alberta,65755,Canada,Technology,Accessories,PROD-92782,3325.10,10,0.00,281.97
CA-2023-02497,2023-10-15,2023-10-19,Second Class,CUST-1052,Home Office,Canada,City-133,Quebec,25896,Canada,Technology,Phones,PROD-87022,494.98,1,0.00,47.62
CA-2023-02498,2023-01-02,2023-01-09,Same Day,CUST-9185,Home Office,Canada,City-571,Ontario,84943,Canada,Technology,Phones,PROD-63243,29.25,1,0.00,10.17
CA-2023-02499,2023-06-26,2023-07-03,Same Day,CUST-8604,Corporate,Canada,City-1081,Ontario,13161,Canada,Technology,Machines,PROD-27580,3148.16,8,0.00,78.35
CA-2023-02500,2023-02-21,2023-02-22,Same Day,CUST-6209,Corporate,Canada,City-1038,Quebec,26966,Canada,Technology,Copiers,PROD-87938,989.28,5,0.10,101.22
CA-2023-02501,2023-02-27,2023-03-04,First Class,CUST-8529,Consumer,United Kingdom,City-1153,Scotland,99895,EMEA,Furniture,Chairs,PROD-47002,971.22,2,0.00,78.25
CA-2023-02502,2023-01-23,2023-01-24,Same Day,CUST-8747,Consumer,Canada,City-358,Alberta,56098,Canada,Office Supplies,Paper,PROD-34790,2098.71,8,0.30,285.89
CA-2023-02503,2023-03-08,2023-03-14,Same Day,CUST-4911,Home Office,United Kingdom,City-248,Wales,82220,EMEA,Furniture,Bookcases,PROD-58996,1286.25,5,0.00,160.28
CA-2023-02504,2023-10-09,2023-10-12,First Class,CUST-3034,Consumer,Canada,City-683,Alberta,95800,Canada,Furniture,Tables,PROD-33257,1703.41,7,0.20,189.68
CA-2023-02505,2023-11-10,2023-11-12,First Class,CUST-9042,Corporate,United Kingdom,City-74,England,20519,EMEA,Furniture,Tables,PROD-24671,2254.00,7,0.00,-74.57
CA-2023-02506,2023-10-27,2023-11-01,Standard Class,CUST-8837,Corporate,Canada,City-1165,Ontario,65080,Canada,Furniture,Chairs,PROD-82982,110.38,1,0.00,1.15
CA-2023-02507,2023-07-21,2023-07-26,Same Day,CUST-3915,Home Office,United States,City-658,California,94068,West,Furniture,Tables,PROD-65512,719.46,6,0.00,201.01
CA-2023-02508,2023-11-03,2023-11-09,Same Day,CUST-7606,Corporate,Canada,City-110,Ontario,27793,Canada,Office Supplies,Storage,PROD-87449,596.97,9,0.00,90.34
CA-2023-02509,2023-07-08,2023-07-09,Standard Class,CUST-8538,Home Office,Canada,City-404,Alberta,48061,Canada,Office Supplies,Appliances,PROD-76936,219.12,3,0.00,-13.76
CA-2023-02510,2023-10-18,2023-10-24,Second Class,CUST-9109,Corporate,United Kingdom,City-17,Scotland,42020,EMEA,Office Supplies,Storage,PROD-73244,897.48,6,0.10,190.02
CA-2023-02511,2023-04-15,2023-04-16,Standard Class,CUST-9239,Corporate,Canada,City-940,Ontario,49407,Canada,Furniture,Tables,PROD-20025,1610.85,5,0.00,92.44
CA-2023-02512,2023-01-17,2023-01-24,Standard Class,CUST-4081,Corporate,United States,City-1014,Colorado,56100,West,Technology,Accessories,PROD-59877,249.09,1,0.20,-21.03
CA-2023-02513,2023-11-26,2023-11-29,First Class,CUST-7186,Home Office,Canada,City-765,Alberta,69075,Canada,Office Supplies,Appliances,PROD-70373,414.96,4,0.00,34.49
CA-2023-02514,2023-07-24,2023-07-29,First Class,CUST-2105,Home Office,United States,City-665,Colorado,12172,West,Office Supplies,Appliances,PROD-12050,2009.60,5,0.00,509.70
CA-2023-02515,2023-08-31,2023-09-03,First Class,CUST-9594,Corporate,United Kingdom,City-997,England,87726,EMEA,Technology,Accessories,PROD-19306,793.80,10,0.00,-41.23
CA-2023-02516,2023-11-15,2023-11-21,Standard Class,CUST-6024,Consumer,Canada,City-852,Alberta,90123,Canada,Furniture,Chairs,PROD-75902,1361.46,6,0.00,-7.40
CA-2023-02517,2023-06-16,2023-06-22,First Class,CUST-7750,Consumer,Canada,City-207,Ontario,21685,Canada,Office Supplies,Binders,PROD-47524,1502.96,8,0.00,284.60
CA-2023-02518,2023-06-04,2023-06-11,Same Day,CUST-4776,Corporate,Canada,City-788,Ontario,34559,Canada,Office Supplies,Paper,PROD-54785,19.83,3,0.00,6.60
CA-2023-02519,2023-12-30,2024-01-05,Standard Class,CUST-2365,Home Office,Canada,City-798,Quebec,91655,Canada,Furniture,Chairs,PROD-68303,1312.38,10,0.10,362.79
CA-2023-02520,2023-07-17,2023-07-21,First Class,CUST-7834,Corporate,United States,City-470,Colorado,46201,West,Furniture,Tables,PROD-16648,1927.30,8,0.30,381.40
CA-2023-02521,2023-10-23,2023-10-30,Standard Class,CUST-2399,Corporate,United States,City-106,California,67867,West,Office Supplies,Binders,PROD-33241,426.36,6,0.00,78.70
CA-2023-02522,2023-11-21,2023-11-22,Second Class,CUST-5146,Corporate,United States,City-339,Washington,48150,West,Office Supplies,Paper,PROD-97091,1454.43,7,0.20,75.41
CA-2023-02523,2023-04-09,2023-04-11,Same Day,CUST-6579,Corporate,United States,City-553,Colorado,25970,West,Technology,Accessories,PROD-88286,2200.56,6,0.00,-80.95
CA-2023-02524,2023-10-10,2023-10-11,First Class,CUST-6393,Home Office,United States,City-883,Colorado,51876,West,Office Supplies,Binders,PROD-33288,1770.62,8,0.20,-129.62
CA-2023-02525,2023-02-13,2023-02-20,Second Class,CUST-5429,Home Office,Canada,City-366,Quebec,32306,Canada,Technology,Phones,PROD-76031,336.88,5,0.20,104.34
CA-2023-02526,2023-01-04,2023-01-11,First Class,CUST-2982,Home Office,United States,City-226,Colorado,47256,West,Furniture,Chairs,PROD-47291,2526.33,7,0.20,-37.13
CA-2023-02527,2023-01-03,2023-01-04,Second Class,CUST-9291,Consumer,United States,City-659,New York,30163,West,Furniture,Tables,PROD-94751,1235.84,8,0.00,-38.97
CA-2023-02528,2023-11-13,2023-11-18,First Class,CUST-3406,Corporate,United Kingdom,City-630,Wales,67126,EMEA,Technology,Machines,PROD-70732,1521.60,10,0.00,321.00
