ride_id,rideable_type,started_at,ended_at,start_station_name,end_station_name,member_casual,trip_duration_sec,start_lat,start_lng,end_lat,end_lng
20240601-01694,electric_bike,2024-06-01T05:32:00,2024-06-01T06:28:39,Lafayette St & E 8 St,Pershing Square N,casual,3399,40.72962,-73.990783,40.752116,-73.977161
20240624-01695,classic_bike,2024-06-24T16:42:00,2024-06-24T17:28:26,Broadway & E 22 St,Metropolitan Ave & Meeker Ave,member,2786,40.740062,-73.989142,40.713893,-73.952253
20240622-01696,electric_bike,2024-06-22T03:25:00,2024-06-22T04:04:52,Lafayette St & E 8 St,Pershing Square N,casual,2392,40.729851,-73.991325,40.7515,-73.978139
20240617-01697,classic_bike,2024-06-17T16:01:00,2024-06-17T16:31:35,Metropolitan Ave & Meeker Ave,Broadway & E 22 St,casual,1835,40.714749,-73.951857,40.740392,-73.989912
20240606-01698,classic_bike,2024-06-06T05:44:00,2024-06-06T06:42:52,Pershing Square N,Metropolitan Ave & Meeker Ave,member,3532,40.751969,-73.977974,40.713594,-73.951127
20240613-01699,classic_bike,2024-06-13T03:29:00,2024-06-13T04:00:43,Pershing Square N,Pershing Square N,casual,1903,40.751336,-73.977259,40.752331,-73.977183
20240602-01700,classic_bike,2024-06-02T09:54:00,2024-06-02T10:47:17,Broadway & E 22 St,Bond St & Schermerhorn St,casual,3197,40.740053,-73.989922,40.688688,-73.985047
20240617-01701,classic_bike,2024-06-17T16:37:00,2024-06-17T16:53:54,Broadway & E 22 St,Broadway & E 22 St,member,1014,40.74056,-73.990131,40.739819,-73.989192
20240602-01702,classic_bike,2024-06-02T00:21:00,2024-06-02T00:36:07,Metropolitan Ave & Meeker Ave,Bond St & Schermerhorn St,casual,907,40.713443,-73.951626,40.688724,-73.985185
20240608-01703,classic_bike,2024-06-08T00:58:00,2024-06-08T01:30:43,Bond St & Schermerhorn St,Metropolitan Ave & Meeker Ave,member,1963,40.688926,-73.985131,40.713569,-73.950971
20240619-01704,classic_bike,2024-06-19T07:39:00,2024-06-19T07:47:58,Pershing Square N,W 52 St & 5 Ave,casual,538,40.751284,-73.977208,40.758308,-73.978134
20240622-01705,classic_bike,2024-06-22T15:00:00,2024-06-22T15:53:15,Lafayette St & E 8 St,W 52 St & 5 Ave,casual,3195,40.730665,-73.990885,40.758029,-73.978133
20240602-01706,electric_bike,2024-06-02T02:43:00,2024-06-02T02:51:54,Pershing Square N,Metropolitan Ave & Meeker Ave,casual,534,40.751747,-73.977718,40.714761,-73.951008
20240610-01707,classic_bike,2024-06-10T22:37:00,2024-06-10T23:05:24,W 52 St & 5 Ave,Broadway & E 22 St,casual,1704,40.75814,-73.97884,40.740338,-73.989911
20240628-01708,electric_bike,2024-06-28T08:02:00,2024-06-28T08:11:45,Metropolitan Ave & Meeker Ave,W 52 St & 5 Ave,casual,585,40.714039,-73.951572,40.758229,-73.979306
20240629-01709,electric_bike,2024-06-29T15:08:00,2024-06-29T15:23:08,W 52 St & 5 Ave,Metropolitan Ave & Meeker Ave,member,908,40.758489,-73.978568,40.713986,-73.950933
20240609-01710,classic_bike,2024-06-09T05:06:00,2024-06-09T05:46:08,Pershing Square N,Bond St & Schermerhorn St,casual,2408,40.752058,-73.978262,40.688139,-73.985355
20240601-01711,electric_bike,2024-06-01T19:22:00,2024-06-01T19:44:51,W 52 St & 5 Ave,W 52 St & 5 Ave,member,1371,40.758881,-73.97838,40.758313,-73.978463
20240610-01712,electric_bike,2024-06-10T23:11:00,2024-06-10T23:39:20,Pershing Square N,Metropolitan Ave & Meeker Ave,member,1700,40.751341,-73.977041,40.713842,-73.952144
20240618-01713,electric_bike,2024-06-18T04:44:00,2024-06-18T05:38:26,Pershing Square N,Metropolitan Ave & Meeker Ave,member,3266,40.752486,-73.978404,40.713498,-73.951978
20240611-01714,classic_bike,2024-06-11T19:58:00,2024-06-11T20:37:43,Bond St & Schermerhorn St,Bond St & Schermerhorn St,casual,2383,40.6882,-73.984978,40.687844,-73.984228
20240621-01715,electric_bike,2024-06-21T17:31:00,2024-06-21T18:19:33,Metropolitan Ave & Meeker Ave,Broadway & E 22 St,member,2913,40.713495,-73.952177,40.740863,-73.989863
20240609-01716,electric_bike,2024-06-09T11:41:00,2024-06-09T12:30:17,W 52 St & 5 Ave,Lafayette St & E 8 St,casual,2957,40.758074,-73.978166,40.729555,-73.991521
20240613-01717,classic_bike,2024-06-13T06:39:00,2024-06-13T06:53:31,W 52 St & 5 Ave,W 52 St & 5 Ave,member,871,40.759014,-73.978578,40.75846,-73.978469
20240627-01718,classic_bike,2024-06-27T05:47:00,2024-06-27T05:54:08,W 52 St & 5 Ave,Pershing Square N,casual,428,40.758787,-73.979124,40.752188,-73.97771
20240617-01719,classic_bike,2024-06-17T18:29:00,2024-06-17T19:08:05,Lafayette St & E 8 St,Pershing Square N,member,2345,40.730886,-73.990753,40.751199,-73.977654
20240613-01720,electric_bike,2024-06-13T02:45:00,2024-06-13T03:41:18,Pershing Square N,W 52 St & 5 Ave,casual,3378,40.75143,-73.97729,40.758944,-73.978598
20240606-01721,classic_bike,2024-06-06T15:47:00,2024-06-06T16:09:45,Bond St & Schermerhorn St,Pershing Square N,casual,1365,40.688404,-73.984889,40.752138,-73.977906
20240618-01722,classic_bike,2024-06-18T04:20:00,2024-06-18T05:19:33,Pershing Square N,Pershing Square N,casual,3573,40.752077,-73.977241,40.7514,-73.978365
20240605-01723,classic_bike,2024-06-05T06:18:00,2024-06-05T06:56:34,Lafayette St & E 8 St,Lafayette St & E 8 St,casual,2314,40.730281,-73.991201,40.730188,-73.991109
20240619-01724,classic_bike,2024-06-19T20:07:00,2024-06-19T20:15:34,W 52 St & 5 Ave,Bond St & Schermerhorn St,member,514,40.758691,-73.978458,40.688857,-73.985299
20240601-01725,electric_bike,2024-06-01T06:44:00,2024-06-01T07:43:17,W 52 St & 5 Ave,Broadway & E 22 St,casual,3557,40.758665,-73.979205,40.739738,-73.989339
20240618-01726,classic_bike,2024-06-18T00:22:00,2024-06-18T00:35:16,Broadway & E 22 St,Broadway & E 22 St,member,796,40.740282,-73.989405,40.740152,-73.989112
20240602-01727,electric_bike,2024-06-02T13:10:00,2024-06-02T14:02:53,Broadway & E 22 St,Broadway & E 22 St,casual,3173,40.7398,-73.989933,40.740807,-73.989484
20240620-01728,classic_bike,2024-06-20T16:43:00,2024-06-20T16:54:54,Pershing Square N,Bond St & Schermerhorn St,member,714,40.752032,-73.977025,40.687805,-73.985229
20240617-01729,classic_bike,2024-06-17T23:01:00,2024-06-17T23:48:51,W 52 St & 5 Ave,Pershing Square N,member,2871,40.75835,-73.978671,40.751982,-73.977545
20240627-01730,classic_bike,2024-06-27T14:10:00,2024-06-27T14:48:00,Broadway & E 22 St,Bond St & Schermerhorn St,member,2280,40.739735,-73.98949,40.688966,-73.984394
20240622-01731,electric_bike,2024-06-22T18:17:00,2024-06-22T18:32:22,Metropolitan Ave & Meeker Ave,Pershing Square N,member,922,40.714559,-73.951609,40.752103,-73.977622
20240602-01732,classic_bike,2024-06-02T04:06:00,2024-06-02T04:24:13,Bond St & Schermerhorn St,Metropolitan Ave & Meeker Ave,casual,1093,40.687734,-73.98483,40.713876,-73.951841
20240609-01733,classic_bike,2024-06-09T14:41:00,2024-06-09T15:37:41,Broadway & E 22 St,Bond St & Schermerhorn St,casual,3401,40.740709,-73.98998,40.688444,-73.985164
20240627-01734,electric_bike,2024-06-27T22:53:00,2024-06-27T22:59:50,Broadway & E 22 St,Pershing Square N,member,410,40.740693,-73.98973,40.751407,-73.977273
20240603-01735,classic_bike,2024-06-03T22:42:00,2024-06-03T22:45:09,Broadway & E 22 St,Broadway & E 22 St,casual,189,40.739944,-73.989014,40.740415,-73.989576
20240625-01736,electric_bike,2024-06-25T15:51:00,2024-06-25T16:48:07,Lafayette St & E 8 St,Bond St & Schermerhorn St,member,3427,40.729569,-73.991755,40.688258,-73.984934
20240622-01737,classic_bike,2024-06-22T17:28:00,2024-06-22T17:57:29,W 52 St & 5 Ave,Broadway & E 22 St,casual,1769,40.757911,-73.978673,40.740776,-73.989366
20240603-01738,classic_bike,2024-06-03T04:01:00,2024-06-03T04:52:54,Bond St & Schermerhorn St,Broadway & E 22 St,member,3114,40.687992,-73.984685,40.740405,-73.988904
20240606-01739,classic_bike,2024-06-06T07:59:00,2024-06-06T08:26:59,Bond St & Schermerhorn St,Lafayette St & E 8 St,casual,1679,40.688261,-73.984132,40.73039,-73.9917
20240615-01740,electric_bike,2024-06-15T21:08:00,2024-06-15T21:55:16,Broadway & E 22 St,Lafayette St & E 8 St,member,2836,40.73985,-73.989883,40.73089,-73.991835
20240626-01741,electric_bike,2024-06-26T14:46:00,2024-06-26T15:16:45,Metropolitan Ave & Meeker Ave,Bond St & Schermerhorn St,casual,1845,40.71389,-73.951028,40.68829,-73.98442
20240628-01742,electric_bike,2024-06-28T11:14:00,2024-06-28T11:56:22,Broadway & E 22 St,Bond St & Schermerhorn St,casual,2542,40.739996,-73.989536,40.689116,-73.985027
20240624-01743,electric_bike,2024-06-24T03:51:00,2024-06-24T04:15:35,Metropolitan Ave & Meeker Ave,Metropolitan Ave & Meeker Ave,casual,1475,40.714197,-73.950969,40.714243,-73.951446
20240613-01744,electric_bike,2024-06-13T13:01:00,2024-06-13T13:48:02,Bond St & Schermerhorn St,Bond St & Schermerhorn St,member,2822,40.688845,-73.984582,40.688728,-73.984427
20240621-01745,classic_bike,2024-06-21T09:17:00,2024-06-21T10:01:14,Broadway & E 22 St,Broadway & E 22 St,member,2654,40.740144,-73.989236,40.740103,-73.98962
20240610-01746,electric_bike,2024-06-10T19:39:00,2024-06-10T20:03:24,Metropolitan Ave & Meeker Ave,Metropolitan Ave & Meeker Ave,casual,1464,40.713663,-73.951955,40.713997,-73.951452
20240615-01747,electric_bike,2024-06-15T10:16:00,2024-06-15T10:30:52,Broadway & E 22 St,Broadway & E 22 St,casual,892,40.740501,-73.98957,40.740503,-73.990094
20240630-01748,electric_bike,2024-06-30T20:06:00,2024-06-30T20:59:24,Bond St & Schermerhorn St,Lafayette St & E 8 St,casual,3204,40.688763,-73.98535,40.729956,-73.990752
20240602-01749,classic_bike,2024-06-02T02:41:00,2024-06-02T03:23:21,Metropolitan Ave & Meeker Ave,Bond St & Schermerhorn St,member,2541,40.714672,-73.951454,40.688668,-73.984542
20240626-01750,classic_bike,2024-06-26T19:56:00,2024-06-26T20:10:05,Bond St & Schermerhorn St,Broadway & E 22 St,member,845,40.688085,-73.985054,40.740497,-73.990214
20240611-01751,electric_bike,2024-06-11T22:26:00,2024-06-11T23:19:39,W 52 St & 5 Ave,Broadway & E 22 St,member,3219,40.758443,-73.978606,40.740718,-73.989675
20240611-01752,classic_bike,2024-06-11T07:43:00,2024-06-11T08:13:16,Bond St & Schermerhorn St,Metropolitan Ave & Meeker Ave,member,1816,40.688388,-73.984691,40.713749,-73.950911
20240621-01753,classic_bike,2024-06-21T03:49:00,2024-06-21T04:07:44,Pershing Square N,Pershing Square N,casual,1124,40.751937,-73.977395,40.752152,-73.978264
20240604-01754,classic_bike,2024-06-04T04:09:00,2024-06-04T04:22:54,Pershing Square N,Pershing Square N,member,834,40.751176,-73.977771,40.751845,-73.977326
20240612-01755,classic_bike,2024-06-12T16:31:00,2024-06-12T16:51:37,Pershing Square N,Metropolitan Ave & Meeker Ave,member,1237,40.752182,-73.977677,40.713768,-73.952076
20240615-01756,classic_bike,2024-06-15T20:37:00,2024-06-15T20:55:47,Metropolitan Ave & Meeker Ave,Pershing Square N,member,1127,40.714159,-73.952069,40.752172,-73.977315
20240608-01757,electric_bike,2024-06-08T20:49:00,2024-06-08T21:31:07,Lafayette St & E 8 St,Bond St & Schermerhorn St,member,2527,40.730877,-73.991159,40.688162,-73.98468
20240628-01758,electric_bike,2024-06-28T03:47:00,2024-06-28T04:41:09,Lafayette St & E 8 St,Broadway & E 22 St,member,3249,40.730594,-73.990974,40.7397,-73.990154
20240625-01759,classic_bike,2024-06-25T04:57:00,2024-06-25T05:54:19,Metropolitan Ave & Meeker Ave,Lafayette St & E 8 St,casual,3439,40.714048,-73.951134,40.7304,-73.991878
20240614-01760,electric_bike,2024-06-14T06:59:00,2024-06-14T07:37:31,Pershing Square N,Metropolitan Ave & Meeker Ave,casual,2311,40.752118,-73.977971,40.713828,-73.951983
20240620-01761,electric_bike,2024-06-20T05:45:00,2024-06-20T06:33:17,Lafayette St & E 8 St,Lafayette St & E 8 St,casual,2897,40.730696,-73.991623,40.73037,-73.990817
20240627-01762,classic_bike,2024-06-27T10:48:00,2024-06-27T11:22:06,Lafayette St & E 8 St,Bond St & Schermerhorn St,casual,2046,40.729641,-73.991698,40.687815,-73.984908
20240612-01763,classic_bike,2024-06-12T04:32:00,2024-06-12T04:59:09,Metropolitan Ave & Meeker Ave,Lafayette St & E 8 St,member,1629,40.714831,-73.951328,40.730799,-73.990927
20240627-01764,electric_bike,2024-06-27T20:33:00,2024-06-27T20:35:09,Broadway & E 22 St,Bond St & Schermerhorn St,casual,129,40.740055,-73.989275,40.688469,-73.984276
20240625-01765,classic_bike,2024-06-25T10:07:00,2024-06-25T11:04:14,Bond St & Schermerhorn St,W 52 St & 5 Ave,member,3434,40.688209,-73.98435,40.757984,-73.978051
20240623-01766,electric_bike,2024-06-23T06:56:00,2024-06-23T07:39:24,Lafayette St & E 8 St,Metropolitan Ave & Meeker Ave,casual,2604,40.72974,-73.991873,40.714057,-73.951756
20240615-01767,classic_bike,2024-06-15T13:28:00,2024-06-15T13:56:41,Bond St & Schermerhorn St,Pershing Square N,member,1721,40.688146,-73.985457,40.751651,-73.977217
20240603-01768,classic_bike,2024-06-03T03:34:00,2024-06-03T03:40:41,Pershing Square N,Bond St & Schermerhorn St,casual,401,40.752299,-73.978319,40.688132,-73.984318
20240616-01769,classic_bike,2024-06-16T23:45:00,2024-06-17T00:34:39,Metropolitan Ave & Meeker Ave,Pershing Square N,member,2979,40.713934,-73.951628,40.751192,-73.978175
20240627-01770,classic_bike,2024-06-27T05:37:00,2024-06-27T05:49:58,Metropolitan Ave & Meeker Ave,Bond St & Schermerhorn St,member,778,40.714069,-73.951211,40.688986,-73.984828
20240606-01771,electric_bike,2024-06-06T14:33:00,2024-06-06T14:42:03,Bond St & Schermerhorn St,Metropolitan Ave & Meeker Ave,casual,543,40.68841,-73.984841,40.714507,-73.951052
20240605-01772,electric_bike,2024-06-05T01:13:00,2024-06-05T01:21:19,Pershing Square N,W 52 St & 5 Ave,casual,499,40.752531,-73.977042,40.758655,-73.978796
20240623-01773,classic_bike,2024-06-23T04:37:00,2024-06-23T04:47:33,W 52 St & 5 Ave,Bond St & Schermerhorn St,member,633,40.758228,-73.978988,40.688054,-73.984218
20240603-01774,classic_bike,2024-06-03T16:03:00,2024-06-03T16:23:48,Lafayette St & E 8 St,W 52 St & 5 Ave,casual,1248,40.730104,-73.991608,40.757896,-73.979063
20240617-01775,classic_bike,2024-06-17T06:32:00,2024-06-17T06:56:33,W 52 St & 5 Ave,Pershing Square N,casual,1473,40.758718,-73.978829,40.751724,-73.978253
20240606-01776,classic_bike,2024-06-06T15:14:00,2024-06-06T16:02:35,Broadway & E 22 St,Pershing Square N,casual,2915,40.740182,-73.990056,40.751291,-73.978129
20240614-01777,classic_bike,2024-06-14T22:17:00,2024-06-14T23:09:12,Pershing Square N,Lafayette St & E 8 St,casual,3132,40.75224,-73.977307,40.730302,-73.991849
20240613-01778,classic_bike,2024-06-13T08:52:00,2024-06-13T09:24:11,Bond St & Schermerhorn St,Metropolitan Ave & Meeker Ave,casual,1931,40.688907,-73.984306,40.713673,-73.951232
20240612-01779,electric_bike,2024-06-12T05:42:00,2024-06-12T05:56:04,W 52 St & 5 Ave,W 52 St & 5 Ave,casual,844,40.758561,-73.97851,40.758343,-73.978976
20240616-01780,electric_bike,2024-06-16T17:55:00,2024-06-16T18:34:01,Pershing Square N,W 52 St & 5 Ave,member,2341,40.751258,-73.978252,40.75872,-73.978164
20240604-01781,classic_bike,2024-06-04T14:50:00,2024-06-04T15:04:15,W 52 St & 5 Ave,W 52 St & 5 Ave,member,855,40.758636,-73.978761,40.758067,-73.979237
20240627-01782,electric_bike,2024-06-27T06:15:00,2024-06-27T07:14:27,W 52 St & 5 Ave,Lafayette St & E 8 St,casual,3567,40.758822,-73.978867,40.730887,-73.99155
20240618-01783,electric_bike,2024-06-18T15:24:00,2024-06-18T15:46:14,W 52 St & 5 Ave,Bond St & Schermerhorn St,casual,1334,40.758041,-73.978728,40.688028,-73.985243
20240626-01784,classic_bike,2024-06-26T04:47:00,2024-06-26T05:33:45,Pershing Square N,Lafayette St & E 8 St,casual,2805,40.751578,-73.977359,40.730306,-73.991325
20240630-01785,classic_bike,2024-06-30T22:49:00,2024-06-30T22:58:49,Pershing Square N,W 52 St & 5 Ave,member,589,40.751797,-73.977114,40.759032,-73.978189
20240607-01786,electric_bike,2024-06-07T00:06:00,2024-06-07T00:52:10,Broadway & E 22 St,Lafayette St & E 8 St,casual,2770,40.741041,-73.989082,40.730246,-73.991606
20240609-01787,electric_bike,2024-06-09T08:13:00,2024-06-09T08:17:14,W 52 St & 5 Ave,Lafayette St & E 8 St,member,254,40.758321,-73.978688,40.730555,-73.991467
20240601-01788,classic_bike,2024-06-01T06:39:00,2024-06-01T07:14:38,Metropolitan Ave & Meeker Ave,Bond St & Schermerhorn St,casual,2138,40.714019,-73.9521,40.687891,-73.984133
20240624-01789,classic_bike,2024-06-24T08:25:00,2024-06-24T08:40:01,Lafayette St & E 8 St,Broadway & E 22 St,casual,901,40.729991,-73.990864,40.740878,-73.989184
20240614-01790,classic_bike,2024-06-14T01:36:00,2024-06-14T01:45:49,Bond St & Schermerhorn St,Metropolitan Ave & Meeker Ave,member,589,40.688357,-73.985019,40.71374,-73.951951
20240624-01791,electric_bike,2024-06-24T07:10:00,2024-06-24T07:46:14,Metropolitan Ave & Meeker Ave,Broadway & E 22 St,casual,2174,40.714093,-73.95105,40.739668,-73.98967
20240608-01792,classic_bike,2024-06-08T04:15:00,2024-06-08T04:59:25,Lafayette St & E 8 St,Metropolitan Ave & Meeker Ave,member,2665,40.730362,-73.991933,40.713968,-73.951391
20240629-01793,electric_bike,2024-06-29T02:35:00,2024-06-29T03:27:19,Metropolitan Ave & Meeker Ave,W 52 St & 5 Ave,casual,3139,40.714084,-73.951725,40.757806,-73.978453
20240621-01794,electric_bike,2024-06-21T16:41:00,2024-06-21T17:03:08,Lafayette St & E 8 St,Pershing Square N,member,1328,40.729901,-73.991095,40.751689,-73.977422
20240628-01795,electric_bike,2024-06-28T20:23:00,2024-06-28T20:49:04,Metropolitan Ave & Meeker Ave,Lafayette St & E 8 St,casual,1564,40.714654,-73.951526,40.72969,-73.99141
20240605-01796,classic_bike,2024-06-05T17:14:00,2024-06-05T17:38:50,Bond St & Schermerhorn St,Metropolitan Ave & Meeker Ave,casual,1490,40.68815,-73.985252,40.713893,-73.951069
20240612-01797,classic_bike,2024-06-12T19:57:00,2024-06-12T20:15:28,Metropolitan Ave & Meeker Ave,Bond St & Schermerhorn St,member,1108,40.713916,-73.951335,40.688014,-73.9844
20240619-01798,classic_bike,2024-06-19T21:50:00,2024-06-19T21:54:59,W 52 St & 5 Ave,Broadway & E 22 St,casual,299,40.758457,-73.978088,40.73986,-73.989056
20240624-01799,classic_bike,2024-06-24T15:28:00,2024-06-24T15:48:10,Bond St & Schermerhorn St,Bond St & Schermerhorn St,casual,1210,40.688539,-73.985431,40.688975,-73.984484
20240616-01800,classic_bike,2024-06-16T22:34:00,2024-06-16T22:38:25,Pershing Square N,Metropolitan Ave & Meeker Ave,casual,265,40.751276,-73.97744,40.71424,-73.951305
20240608-01801,electric_bike,2024-06-08T23:42:00,2024-06-09T00:14:29,Pershing Square N,Bond St & Schermerhorn St,casual,1949,40.751298,-73.978036,40.688173,-73.985166
20240619-01802,electric_bike,2024-06-19T10:49:00,2024-06-19T11:33:51,Pershing Square N,Lafayette St & E 8 St,member,2691,40.75178,-73.977154,40.730392,-73.991612
20240616-01803,electric_bike,2024-06-16T13:18:00,2024-06-16T14:03:00,W 52 St & 5 Ave,Metropolitan Ave & Meeker Ave,casual,2700,40.758033,-73.978614,40.713683,-73.95129
20240609-01804,electric_bike,2024-06-09T08:16:00,2024-06-09T08:32:44,Broadway & E 22 St,Lafayette St & E 8 St,casual,1004,40.740158,-73.989607,40.730022,-73.990579
20240611-01805,classic_bike,2024-06-11T04:33:00,2024-06-11T05:00:18,Lafayette St & E 8 St,W 52 St & 5 Ave,casual,1638,40.729584,-73.99065,40.7584,-73.97918
20240615-01806,electric_bike,2024-06-15T02:22:00,2024-06-15T03:10:32,Lafayette St & E 8 St,Pershing Square N,member,2912,40.730905,-73.990695,40.751779,-73.977941
20240616-01807,electric_bike,2024-06-16T05:39:00,2024-06-16T06:25:51,Broadway & E 22 St,Broadway & E 22 St,member,2811,40.740448,-73.99013,40.740914,-73.989275
20240625-01808,electric_bike,2024-06-25T17:00:00,2024-06-25T17:34:21,Broadway & E 22 St,Lafayette St & E 8 St,casual,2061,40.740111,-73.9893,40.730797,-73.990973
20240626-01809,classic_bike,2024-06-26T05:14:00,2024-06-26T05:43:05,Broadway & E 22 St,Metropolitan Ave & Meeker Ave,casual,1745,40.740405,-73.989321,40.714396,-73.951375
20240601-01810,classic_bike,2024-06-01T06:31:00,2024-06-01T06:45:40,Broadway & E 22 St,W 52 St & 5 Ave,member,880,40.740783,-73.989095,40.757934,-73.978763
20240605-01811,classic_bike,2024-06-05T21:58:00,2024-06-05T22:52:36,Bond St & Schermerhorn St,Broadway & E 22 St,member,3276,40.689005,-73.984638,40.740634,-73.989013
20240620-01812,classic_bike,2024-06-20T15:16:00,2024-06-20T15:27:33,Broadway & E 22 St,Broadway & E 22 St,member,693,40.740722,-73.989063,40.740265,-73.989232
20240613-01813,electric_bike,2024-06-13T09:44:00,2024-06-13T10:43:51,W 52 St & 5 Ave,Broadway & E 22 St,member,3591,40.758444,-73.979276,40.739983,-73.989922
20240607-01814,classic_bike,2024-06-07T05:59:00,2024-06-07T06:53:08,Lafayette St & E 8 St,Bond St & Schermerhorn St,casual,3248,40.730257,-73.991023,40.688767,-73.984478
20240627-01815,classic_bike,2024-06-27T01:20:00,2024-06-27T02:10:19,Metropolitan Ave & Meeker Ave,Metropolitan Ave & Meeker Ave,member,3019,40.714526,-73.951561,40.713809,-73.951601
20240620-01816,classic_bike,2024-06-20T19:27:00,2024-06-20T20:26:29,Metropolitan Ave & Meeker Ave,Metropolitan Ave & Meeker Ave,casual,3569,40.713983,-73.950927,40.714097,-73.951088
20240618-01817,electric_bike,2024-06-18T08:58:00,2024-06-18T09:00:29,Lafayette St & E 8 St,Broadway & E 22 St,casual,149,40.729678,-73.990803,40.740201,-73.989906
20240630-01818,classic_bike,2024-06-30T05:03:00,2024-06-30T05:39:10,Metropolitan Ave & Meeker Ave,Metropolitan Ave & Meeker Ave,casual,2170,40.714425,-73.951376,40.713601,-73.951028
20240602-01819,classic_bike,2024-06-02T04:22:00,2024-06-02T04:33:56,Broadway & E 22 St,Broadway & E 22 St,member,716,40.740577,-73.989174,40.739907,-73.989748
20240613-01820,classic_bike,2024-06-13T17:27:00,2024-06-13T17:55:28,Lafayette St & E 8 St,Broadway & E 22 St,casual,1708,40.729969,-73.991253,40.740567,-73.989974
20240628-01821,classic_bike,2024-06-28T20:14:00,2024-06-28T20:16:05,Broadway & E 22 St,Bond St & Schermerhorn St,casual,125,40.740081,-73.989298,40.68784,-73.984293
20240609-01822,classic_bike,2024-06-09T22:15:00,2024-06-09T23:07:42,W 52 St & 5 Ave,Pershing Square N,casual,3162,40.758312,-73.978082,40.752451,-73.977509
20240618-01823,classic_bike,2024-06-18T01:56:00,2024-06-18T02:48:52,Pershing Square N,Bond St & Schermerhorn St,casual,3172,40.751836,-73.977318,40.688949,-73.984104
20240624-01824,classic_bike,2024-06-24T15:41:00,2024-06-24T16:00:15,Bond St & Schermerhorn St,Pershing Square N,casual,1155,40.687911,-73.984885,40.751994,-73.978228
20240618-01825,classic_bike,2024-06-18T15:40:00,2024-06-18T16:24:23,Bond St & Schermerhorn St,W 52 St & 5 Ave,casual,2663,40.688547,-73.984946,40.758605,-73.978886
20240616-01826,classic_bike,2024-06-16T10:46:00,2024-06-16T11:20:52,Bond St & Schermerhorn St,Broadway & E 22 St,casual,2092,40.688739,-73.984156,40.740623,-73.98937
20240613-01827,electric_bike,2024-06-13T22:53:00,2024-06-13T22:55:54,Pershing Square N,W 52 St & 5 Ave,member,174,40.752181,-73.977235,40.758558,-73.979113
20240608-01828,classic_bike,2024-06-08T21:00:00,2024-06-08T21:05:46,W 52 St & 5 Ave,Lafayette St & E 8 St,member,346,40.759035,-73.979011,40.730631,-73.99116
20240612-01829,electric_bike,2024-06-12T06:48:00,2024-06-12T07:07:16,Lafayette St & E 8 St,W 52 St & 5 Ave,member,1156,40.72979,-73.991354,40.758506,-73.978953
20240622-01830,classic_bike,2024-06-22T06:28:00,2024-06-22T07:21:22,Broadway & E 22 St,Metropolitan Ave & Meeker Ave,member,3202,40.739805,-73.989662,40.71406,-73.950961
20240627-01831,electric_bike,2024-06-27T06:07:00,2024-06-27T06:17:34,Bond St & Schermerhorn St,Lafayette St & E 8 St,member,634,40.687975,-73.98462,40.729657,-73.991331
20240630-01832,electric_bike,2024-06-30T05:12:00,2024-06-30T05:24:51,Pershing Square N,Broadway & E 22 St,casual,771,40.752167,-73.977507,40.739836,-73.98968
20240627-01833,classic_bike,2024-06-27T03:26:00,2024-06-27T04:12:04,Metropolitan Ave & Meeker Ave,Pershing Square N,member,2764,40.714174,-73.952267,40.751605,-73.977442
20240608-01834,classic_bike,2024-06-08T01:04:00,2024-06-08T01:10:13,Broadway & E 22 St,Metropolitan Ave & Meeker Ave,member,373,40.740856,-73.989496,40.713794,-73.951612
20240607-01835,electric_bike,2024-06-07T15:34:00,2024-06-07T16:29:38,Bond St & Schermerhorn St,Lafayette St & E 8 St,casual,3338,40.688259,-73.984359,40.729931,-73.990676
20240611-01836,classic_bike,2024-06-11T12:08:00,2024-06-11T12:46:49,Broadway & E 22 St,Bond St & Schermerhorn St,casual,2329,40.740499,-73.989949,40.688435,-73.984347
20240602-01837,electric_bike,2024-06-02T04:29:00,2024-06-02T05:28:23,Broadway & E 22 St,Metropolitan Ave & Meeker Ave,member,3563,40.739882,-73.988944,40.714168,-73.951739
20240620-01838,electric_bike,2024-06-20T05:25:00,2024-06-20T05:32:48,Lafayette St & E 8 St,Metropolitan Ave & Meeker Ave,member,468,40.729925,-73.991335,40.713956,-73.951022
20240613-01839,electric_bike,2024-06-13T18:08:00,2024-06-13T18:27:58,Pershing Square N,Bond St & Schermerhorn St,casual,1198,40.75206,-73.977689,40.689045,-73.984688
20240614-01840,classic_bike,2024-06-14T00:57:00,2024-06-14T01:36:11,Metropolitan Ave & Meeker Ave,Metropolitan Ave & Meeker Ave,member,2351,40.713821,-73.95094,40.714089,-73.951501
20240627-01841,classic_bike,2024-06-27T20:32:00,2024-06-27T21:05:44,Bond St & Schermerhorn St,Metropolitan Ave & Meeker Ave,casual,2024,40.689031,-73.984837,40.713755,-73.951221
20240602-01842,classic_bike,2024-06-02T21:30:00,2024-06-02T22:08:08,Metropolitan Ave & Meeker Ave,Bond St & Schermerhorn St,casual,2288,40.714227,-73.951695,40.688776,-73.984212
20240606-01843,classic_bike,2024-06-06T08:57:00,2024-06-06T09:11:29,Broadway & E 22 St,W 52 St & 5 Ave,member,869,40.740246,-73.989316,40.758265,-73.978234
20240625-01844,electric_bike,2024-06-25T19:39:00,2024-06-25T20:19:12,Bond St & Schermerhorn St,Broadway & E 22 St,member,2412,40.687947,-73.985382,40.740834,-73.989594
